,context,by,when,post
78,bug,Bernhard,Sep 19 @ 3:52pm ,"Originally posted by Sams:It\\\'s not a bug. The bombs now lock on after launching.  So the current procedure is to lase the target, drop bomb to its general direction, and the bomb will home in on it by itself. There\\\'s no more locking. This guy said it all. It still works like this."
79,bug,Has anyone experience this problem?  Don\\\'t tell me no one uses Drones?,"It\\\'s not a bug. The bombs now lock on after launching.  So the current procedure is to lase the target, drop bomb to its general direction, and the bomb will home in on it by itself. There\\\'s no more locking.",Sam.  That\\\'s what i did the last time before this UAV is bug.  I waypoint the sentinel to AO.  I loiter it.  Once it cruise round the target.  I use the turret to lock  and lased it.  When it make another turn to the target.  I switch to bomb.  It will have a good diamond lock.  Then I release the bomb.  It will drop 100% direct hit on the target.  But now.  It does\\\'t change to a good diamond lock at all.  You can\\\'t home in the tagret without a diamond lock.  I played 1000 times before and it work that way.  After the update.  It just won\\\'t work.  Does anyone knows the reason?  Please help.  It seems the Developer not going to bother to help.  No response from them.
80,bug,Contact campaign broken, 1,Old Man Call insurgents bugged
81,bug,                Showing 1-1 of 1 comments            ,Sep 18 @ 7:12am,"Oh that\\\'s kind of ugly, but also it looks a bit old, looks interesting still though.The neatest plane mod idea I think is still the Super Tucano or similar single turboprop attack plane, but too bad the RHS one and the other mod pack that contains similar aircraft, are not very good.For helicopters some of the RHS are decent enough. Some seem buggy and bounce around wildly and might fly up into the air and blow up randomly with the ""advanced flight model"" being used and parked on the ground (with the engine off also), or something. E.g. RHS Chinook, RHS Mi-8 etc."
82,bug,Portalearth,Sep 17 @ 7:13pm ,"Originally posted by V. Berlioz:What defines non-functioning? A few errors here and there, or total non-functionality? What works for one person is totally broke for another, too, courtesy of different modlists and versioning. Considering that it would be effectively impossible to police the workshop in this department, I recommend sticking to some of the large and highly-popular ""curated"" collections. These are mods and missions that somebody has already vetted for you as functional.Some examples of these are the Dynamic Recon Ops-compatible terrain lists. While DRO is really rusty itself due to a lack of maintenance, those terrains are quality. I think more specifically he\\\'s talking about mods that are not longer maintained in a general sense. RHS will continue to be supported, but theres weapons and uniform packs that haven\\\'t been touched for 5 years; same goes for scripted assets (think high quality vehicles with lots of features). There\\\'s plenty of custom missions and other content where the author released it and never bothered to fix things that were broke to begin with. I share the concerns. It would be nice to clean up the mods that people uploaded for the achievement or reuploaded because a specific mod in a hackjob modpack got taken down via DMCA. I agree, there is a lot of ""junk"" content on the workshop, but there\\\'s no feasible way to filter out that stuff.Now, understandably, life happens. People move on from the game or just get so caught up in the RL grind they can\\\'t play anymore. Plus, Arma has a \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 of an engine to begin with and bug hunting is pretty time consuming, especially when it\\\'s just you working on something."
83,bug,"Originally posted by V. Berlioz:What defines non-functioning? A few errors here and there, or total non-functionality? What works for one person is totally broke for another, too, courtesy of different modlists and versioning. Considering that it would be effectively impossible to police the workshop in this department, I recommend sticking to some of the large and highly-popular ""curated"" collections. These are mods and missions that somebody has already vetted for you as functional.Some examples of these are the Dynamic Recon Ops-compatible terrain lists. While DRO is really rusty itself due to a lack of maintenance, those terrains are quality. I think more specifically he\\\'s talking about mods that are not longer maintained in a general sense. RHS will continue to be supported, but theres weapons and uniform packs that haven\\\'t been touched for 5 years; same goes for scripted assets (think high quality vehicles with lots of features). There\\\'s plenty of custom missions and other content where the author released it and never bothered to fix things that were broke to begin with. I share the concerns. It would be nice to clean up the mods that people uploaded for the achievement or reuploaded because a specific mod in a hackjob modpack got taken down via DMCA. I agree, there is a lot of ""junk"" content on the workshop, but there\\\'s no feasible way to filter out that stuff.Now, understandably, life happens. People move on from the game or just get so caught up in the RL grind they can\\\'t play anymore. Plus, Arma has a \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 of an engine to begin with and bug hunting is pretty time consuming, especially when it\\\'s just you working on something.",Originally posted by V. Berlioz:,"Originally posted by Portalearth:Originally posted by V. Berlioz:What defines non-functioning? A few errors here and there, or total non-functionality? What works for one person is totally broke for another, too, courtesy of different modlists and versioning. Considering that it would be effectively impossible to police the workshop in this department, I recommend sticking to some of the large and highly-popular ""curated"" collections. These are mods and missions that somebody has already vetted for you as functional.Some examples of these are the Dynamic Recon Ops-compatible terrain lists. While DRO is really rusty itself due to a lack of maintenance, those terrains are quality. I think more specifically he\\\'s talking about mods that are not longer maintained in a general sense. RHS will continue to be supported, but theres weapons and uniform packs that haven\\\'t been touched for 5 years; same goes for scripted assets (think high quality vehicles with lots of features). There\\\'s plenty of custom missions and other content where the author released it and never bothered to fix things that were broke to begin with. I share the concerns. It would be nice to clean up the mods that people uploaded for the achievement or reuploaded because a specific mod in a hackjob modpack got taken down via DMCA. I agree, there is a lot of ""junk"" content on the workshop, but there\\\'s no feasible way to filter out that stuff.Now, understandably, life happens. People move on from the game or just get so caught up in the RL grind they can\\\'t play anymore. Plus, Arma has a \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 of an engine to begin with and bug hunting is pretty time consuming, especially when it\\\'s just you working on something. Very valid points. The moment one walks away from their mod, for whatever reason, it\\\'s on the clock and will eventually be too buggy for people to keep using. This won\\\'t stop when BI stops updating the game either, it\\\'ll stop when we all stop updating our own mods.Personally, I think modders should train or at least designate replacements for whenever they have to bow out. It\\\'s not something to look forward to, but things happen and the game cannot always be attended to. We should prepare for that, instead of letting so much content decay out of copyright fears."
84,bug,Apr 16 @ 3:24am,Old Man Call insurgents bugged,"Either I\\\'m too dumb or calling insurgents via Phone is totally bugged. So I call Samjo, I get a busy signal (or disconnected signal, whatever), then I get a message from him telling me to mark the target. So I do that, get the menu to set time and number of  terroris... erm I mean insurgents. I get a task that says Distraction. The task only says that they will attack at the given time.Some seconds later Samjo calls me saying ""That\\\'s it, we are coming"" or something like that. The task is completed and then... absolutely nothing happens.Tried it several times, however always in the current game. I\\\'m not restarting my progress just to see if that might fix it."
85,bug,Allstar13521,Aug 19 @ 6:18am ,Did you ever figure out what happened here? Just ran into this bug myself
86,bug,Aug 11 @ 1:08pm,Eden editor deletes everything from mission file,"Hey all!! Arma is testing my patience once again. so this isnt the first time this has happend to me and i kind of would like to know why and if its happend to anyone else... so ive recently created a mission file for the unit im in, essentially laying everything out on an airfield for the guys, i save it, i exit arma for maybe 15- 20 minutes, i get back on, load the file up, and then everything is gone all the work i put into it is gone its an empty map like ive never done anything with it. this happend to another mission file with a totally differnt modpack aswell. and the save was good, i was building it last night and it loaded up properly this morning but now everything is gone. i was going to post this in the editor channel but i think this is more of a bug/ arma issue more an an editor thing. thanks."
87,bug,Aug 12 @ 8:22pm,Instant kick?,"a friend of mine gets kicked from my game specifically every time he tries to pick a player, has anyone had a similar bug?UPDATE: it seems to do with apex, i have apex he doesnt. when he joins me its loads the cutscene for the the first apex campaign mission instead of my mission file."
88,bug,CEDE,"Dec 12, 2019 @ 11:27pm ","buggy crap still!  Black screen as soon as I get to veferlngen and try to disembark, only way to solve is to escape and revert. Done this so many times with this crap I\\\'d rather go play Day-Z Total, Utter  BS DLC not worth a single penny."
89,bug,#1,Aug 6 @ 2:42am ,after when this problem happens I restart the pc and the bug is fixed but after it comes back I just run DXSETUP to see if the problem still persists thanks anyway
90,bug,Alaskan Glitch,May 2 @ 5:50am ,"I have absolutely no problems with BI\\\'s AI, and never have.  It has also been my experience that those who complain about the AI don\\\'t understand it or how to use it correctly.  They are typically ordering their AI to move into a solid object and then get mad when the AI fails to comply and they don\\\'t comprehend AI behavior or what it means to AI movement.There is nothing buggy about the AI.  It performs precisely as it was intended.  The problem comes in when users don\\\'t know how to use the AI properly because they don\\\'t understand the AI.  If you are trying to micro-manage your AI then you are causing your own problems.The AI in Arma III is more sophisticated and complex than any other military-style FPS and does not need micro-management.  The AI is capable of executing general instructions in a detailed manner.  Meaning that all that is required to move your AI team to a new location is to order them to move to the desired spot.  Allow the AI to determine the best means to get there based upon their current behavior.  Trying to micro-manage the AI and attempting to override their behavior will only cause problems.  A much better solution is to understand their behavior and what it means to their movement."
91,bug,Mr.Far3ll,"Oct 23, 2019 @ 2:29pm ","How about fixing the audio reverb \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 with surround sound headsets? The game is still unplayable for me.. Cant play 64 bit without lagging the \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 out in 1st person and chrashing the game. Using 32 bit with only 4 gigs of ram results in the famous 2 fps bug obviously. Oh and using ""Q/E"" to look trough walls is still a feature. Good job Bughemia and go \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 yourself."
92,bug,View Posts,Jul 14 @ 6:29pm,A mission launch bug
93,bug,Sep 4 @ 7:11am,Bug?,"I do not have the option at all to get in or get out of any vehicle and I thought it was a server bug but its the same problem for every server I tried, Im very mad because I spent 140$ for this game and I cant do the basic stuff in it"
94,bug,*URC* 2020,Sep 5 @ 5:08am ,"For 140$ you must have Arma 3 complete (all dlc`s) ,,, you try som servers but what for mission or game mode did you try.I can say its not a bug ,, do a little test turn editor on and play whit the basic stuff and see what happends."
95,bug,Sep 5 @ 12:36pm,Sep 9 @ 6:17am,"Originally posted by JenxGoesCrazy:I do not have the option at all to get in or get out of any vehicle and I thought it was a server bug but its the same problem for every server I tried, Im very mad because I spent 140$ for this game and I cant do the basic stuff in it It depends on the mission you are playing.  Vehicles, by default, allow you access.  However, they can be set up to be locked to players.If the vehicle is set up to allow access, then walk up to the vehicle until you are just a foot or two away.  Your mouse icon should change. If you see your mouse icon turn into a steering wheel, then you can access the vehicle as the Driver.  If you see your mouse icon turn into cross-hairs, then you can access the vehicle as the Gunner.  The other two positions with most other military vehicles are Commander and Passenger.  Obviously, civilian vehicles will not have a Gunner or Commander position for you to occupy.You make the selection by pressing the middle-mouse button (using the default settings).You can give your squad/team orders to mount a specific vehicle by selecting your squad/team using ""~"" and then ""4"" for Mount.  A list of available vehicles will appear.  Select the appropriate vehicle and then select the position you wish them to occupy in the vehicle."
96,bug,Originally posted by V. Berlioz:,Yes i would find this handy not just with Arma but also other games that use the workshop when culling mods to make more space for new ones,"I\\\'ve also noticed an issue that when i made a discussion on the steam bug report went unnoticed, that if you subscribe to a huge addon and it starts downloading and you dont have room for it, you cant cancel your odnwload even if you unsubscribe. You either have to make room to download all of it then it deletes what you unsubscribe from, or you gotta delete your entire workshop folder and let it download everything again"
97,bug,Hello?,Attempting to find the IFA3 Flak 38 ammo type for script. Wondering how to find it.,Can\\\'t open debug menu in 3den?
98,bug,"Nov 17, 2019 @ 2:27am",Random Wrenches EVERYWHERE?!? (MP Bug),"Anytime a player attempts to control some ground drones or AI try to drive APCs/IFVs there\\\'s a strange bug that happens:A lot of wrenches drop everywhere around the asset, and I mean A LOT. The multiple wrench assets tend to cause a huge drop in client FPS to the point where everyone, regardless of hardware specs, frame skip. Sometimes this results in a client\\\'s game crashing.This has happened with the ED drones, the Stomper UGV and APCs/IFVs both when placing them down in Zeus or telling AI to man them.This bug only seems to happen on MP servers."
99,bug,Sep 2 @ 1:58pm,Can\\\'t open debug menu in 3den?,"Hey, I have a problem with my game where whilst in the 3den editor, I cannot open the debug menu, whether it\\\'s control + d, or clicking the actual button for it. I also noticed I can\\\'t open the config viewer as well. This started yesterday and I cannot find a single post saying this."
100,bug,"Jul 22, 2019 @ 5:09pm",Made a PVP game just looking for feed back.,"Hello  So i made a simple pvp game based on the area 51 raid game that was made but with my own twist of story and setting.  you can download it from the workshop here: https://steamcommunity.com/sharedfiles/filedetails/?id=1811489427This game is only 90% done and still need some tweaks till i feel its 100%. I\\\'m just looking for feed back on bugs, likes and dislikes so i can improve my editing and make better game for my friends and hopefully the community someday. Thank you."
101,bug,Comrade Hawk,Aug 31 @ 4:02am ,"Do you have access to the debug console? There is a command, something like skipTime 8; or something"
102,bug,                Showing 1-2 of 2 comments            ,"Do you have access to the debug console? There is a command, something like skipTime 8; or something","Originally posted by Comrade Hawk:Do you have access to the debug console? There is a command, something like skipTime 8; or something No, how can i access to debug console?"
103,bug,Jun 24 @ 8:19am,Global Mobilization CH-53GS broken with advanced controls,"CH-53GS is fully destroyed when the main rotor is damaged,has weird rotor sounds and shake when gaining altitude or doing turn,has a bug in the air, when engine goes off, main rotor will be destroyed and heli will do ""orbital bombardment"" by itself with speed of -3600km/hVideo to recreate situation - https://www.youtube.com/watch?v=S3-q4YkO-fw"
104,bug,did it even said in the patchnote that it  supports AFM?,Jun 25 @ 8:27am,"Originally posted by Kiri Otoru:did it even said in the patchnote that it  supports AFM? yeah, on standart heli controls, there is no bug with autorotation - chopper wont destroy its main rotor in the sky and fall down with speed -3600 km/h, but still damage model must be tweaked a bit, because even in standart heli controls if CH53GS will loose his main rotor during collision with ground the whole heli will blown up ,even if it was a small angle, that would destroy rotor for sure, but exploding the whole heli!?"
105,bug,"May 24, 2019 @ 4:54pm",GM coop magnetized,"I tried this mission 3 times, once with mdos and twice without mods. I cannot finish it no matter what I do. I find three tapes and nothing else, even after extensive searches... I even checked the trucks and the cars, the bodies everything. Three tapes are the best I can get.Since the mission description says I should leave the area I start to head to the big blue circle with the three tapes in my bag, but once in it nothing happens. I even try to mount the vehicle there, but that is not possible. I even tried to put the three tapes into it.So I start to run out of the area from the blue circle, with the tapes in my bag, but of course I die and the mission is pretty much ruined...Any tips or is this a bug? Should there be more tapes?"
106,bug,Abigor79,May 2 @ 5:23am ,"Same here, this bug ruined my savedgame at all, seems there\\\'s no way to finish the campaing. Good game mode but its filled with bugs."
107,bug,Croissant Expert,May 5 @ 7:02pm ,"Seriously this is the 2nd game breaking bug I encounter in the same run, isn\\\'t this supposed to be ""non-beta"" now ?I give up, just like on the last DLC with the aliens when I had another game breaking bug making me stuck.Don\\\'t bother to work on ArmA 4 if you don\\\'t step up your game, there are plenty of better games already."
108,bug,Apr 27 @ 1:56pm,yup same here,is there a debug command to complete the task?
109,bug,Jan 26 @ 8:54am,How to use SSPCM in mission: old man?,"Well, the situation is I had a good time\\xe2\\x80\\x8b with this new mission until it crash my game several times. And finally, my game crashed once i start this mission. I had play this mission for 20h. You can imagine what I feel when I finally decided to restart the mission.The funny thing is I know I can\\\'t play it for too long. Because I discover the more times you come home, the more radios spawn on the floor. Same issue happen to all radio with music. My PC can\\\'t afford that. I just want to know what story dose old man want to tell. But there are too many bugs.\\xe2\\x80\\x8bSo I want to use cheat to against bug. Finish all mission before game crashed. SSPCM is ready in game. But I can\\\'t find the option in map due to the new interface. Any other way to cheat?"
110,bug,#5,Aug 23 @ 6:56am ,"Originally posted by pvttunt:I meant, in a sarcastic way, welcome to arma, a game full of issues That went waaay over my head hahahah, sorry for that. But yes, for a game that\\\'s been supported for 7 years it\\\'s buggy and problematic as heck."
111,bug,Campaingn Mission: Air Superiority,Mission Start Bug,Ai with PCML bug
112,bug,"Sep 26, 2018 @ 11:51am",Campaingn Mission: Air Superiority,"I have a bug at the task ""secure LZ"". I have waited araound half an hour for enemies but there never came one but the LZ wasnt secure at all."
113,bug,"Mar 7, 2019 @ 1:59pm","Please read this bohemia. Warlords improvements, BIG ISSUES","Hello, i\\\'d like to address a few big issues when it comes to warlords.First things first, the teamkillers needs to be stopped. What prompted me to write this is being in a game with 3 straight up teamkillers teamkilling for over 6 hours. What you could do about this is ban them from the server for 30 minutes straight if they teamkilled a lot in a limited time and with priority the guys that teamkill at base when is not being attacked.Second base camping. AIs can drive in death zones and can spawn camp you. This is super annoying as i have had multiple kamyshes push to our base while they are nowhere near to attacking it and just spawn kill everything. The AIs need to die in this zones too or just not be able to go there. People bring tigris with ammo vehicle and just destroy everyone that spawns killing the whole server off. There needs to be some kind of base godmode protectionThird sector scans lag/desync the players on the side that called the scan, and by this i mean you cannot open the menu for a long amount of time.Fourth vote kicking needs to be improved. People who have been on the server for a longer time than others should count their vote kicks a bit more. As this are the guys that usually don\\\'t want to ruin the game. OR lower the amount of vote kicks needed based on how many players are on, the more players on the harder to kick some griefer.  IF you manage to kick someone they can just rejoin even though you spent 15 minutes trying to get everyone to vote kick, there needs to be a temporary ban of ATLEAST 30 minutes.Fifth there is a bug in which you can spawn unlimited number of AIs as long as you have the CP to do it so, i do not want to talk about this here as people would start doing it i will try to find a place to send this bug report privately.Sixth setting up autonomous defenses at non super flat areas immediately destroys them as you place them down.Seventh end game. End game is borring and slow. Maybe ask the players if they want to surrender with a question box or etc. I know you can vote for restart but most of the players don\\\'t know how to do this and that they can do this. Also won\\\'t happen due to the fact that too many players need to vote.Eighth voting for sectors. Blufor always looses, the problem is that new people don\\\'t know how to join sides and just stick to blufor and when it comes to vote they vote for something that is not a good idea. To fix this problem count the votes from the players that have been in that game for longer more than the others. Usually the people that stick are the ones that really want to win the game and know what they are doing.Ninth Wrecks at airfields and griefers spawning in too many vehicles to stop people from being able to spawn jets and people buying jets at the same time. You should disable other people from buying a jet at that same airfield for a few dozen seconds atleast. And make sure vehicles don\\\'t paradrop ON the airfield.There are a lot of simple solutions to most of this problems and i as a programmer know they aren\\\'t hard to fix its just you guys need to pay attention to whats going on in this servers. Also hackers are a very big thing in warlords, haven\\\'t seen them as much the latest patch but that hasn\\\'t stopped them. The day the patch got released a hacker joined the server and covered up everyone\\\'s screen and left. Just please pay attention to what the players are experiencing it could go a long way. And this are just some of the issues i can think off currently for that gamemode i could think of a lot more, if anyone working for BI wants to add me and get more input feel free. Otherwise thanks for the game it is truly something to eat up all your free time and one of a kind game.Oh and if you wanna hire me for 350 euros a month i will work full time ;)"
114,feature,xe2\\x9a\\x9c JOST AMMAN \\xe2\\x9a\\x9c,"Sep 23, 2014 @ 9:35am ","They are beautiful but represent what the game could have been, sadly several of the pictures represent features that never came out... :-(Hope in the future you\\\'ll be able to put in the game some of what is missing now."
115,feature,Guide to Wasteland,by Skeleton Man,"An in-depth guide to the Wasteland Mission featured on many ArmA 3 servers. Disclaimer: This information has been based off of Arma 3 as of 04/06/14, on the mission Wasteland by Sa-Matra v11...."
116,feature,Pilgrimage SP Mission Guide  (ver 1.94),by Alky Lee,Unlock some of the hidden features within the Pilgrimage mission to set the mission up to suit your playstyle....
117,feature,Custom Face Skins,by ASmallDinosaur,This is a guide showing you how to apply a custom face in ArmA 3 as this feature is poorly documented and not well known. This feature is also extremely buggy and doesn\\\'t function correctly sometimes. Thanks to Eutyches and MasterLobster for linking some t...
118,feature,by Makss,A reminder for little things I tend to need but often forget in the Eden Editor.,It features basic things like creating an objective or setting up animations to give life to a scenario. Use it as you wish.
119,feature,A reminder for little things I tend to need but often forget in the Eden Editor.,It features basic things like creating an objective or setting up animations to give life to a scenario. Use it as you wish.,"Besides, it will feature many links for you to f..."
120,feature,by VentHorror,In their new update the amazing RHS team have introduced a new radar warning system for russian aircrafts.,This guide will help you understand the basics of this new feature....
121,feature,by JennyOnStreak,Dying too often? Then this guide will help yah...,"Advanced UAV features (Greyhawk) Also, how to bomb a flying helicopter."
122,feature,"Advanced UAV features (Greyhawk) Also, how to bomb a flying helicopter.",by Oddity,https://www.youtube.com/watch?v=80cG3r6Slws&feature=youtu.be...
123,feature,A Definitive Guide to the M32 MGL,by stryker,This is a comprehensive guide to the M32 MGL system featured in RHS: United States Armed Forces....
124,feature,Sep 24 @ 5:04am,"PSA: ENDGAME (and other servers) - Create/Join ""GROUPS"" FFS!!","This is a Public Service Announcement:If you\\\'re playing EndGame (of the official servers), for the love of GOD, press U and join/create ONE group so that you can see the hex on your interface (for servers that aren\\\'t Veteran) that identify friendlies from your faction and locate each other on the map and in some cases respawn on other teammates.This is such a fun vanilla mode to play, but I see -- countless times! -- people (mostly new players) argue, bicker at each other, and/or rage quit because of MULTIPLE friendly fire incidents that could have been avoided with this one simple feature of the game.Personally I think BI screwed up with this mode, and should\\\'ve made it automatic like in Combat Patrol.  Obviously this doesn\\\'t protect against d-bags who like to friendly fire because they can\\\'t be arsed to develop any skill at all, but I see new people get the wrong impression about this mode and sometimes the game in general --  and it\\\'s a crying shame!It\\\'s not just annoying to be on a team where you get FF\\\'d by your own side, but seeing the opposing team FF each other, takes away from the experience of having formidable opponents in, what I think, is a great (albeit vanilla) PVP experience.So press U and create a group, or join one by holding U when you get an invite in the game.End Rant."
125,feature,Entry-Level Luxury,Apr 1 @ 10:20pm ,How does one get their unit featured in these comrads?
126,feature,Just Like The Simulations - EMP system,by Clock,This guide goes through the new EMP ammo feature of v1.4.0+ of JLTS - TGW both gameplay wise and configuration wise to help modders who wish to make their equipment compatible with this system....
127,feature,#4,"Jan 13, 2015 @ 12:33pm ","To be fair, the helicopter-DLC does not only adds a few new models, but a new ""Flight Simulator"" to the FPS-shooter ArmA3.There are still hundreds of models to download for free from the Community (yet!).All helicopters take advantage of the new flight model.If you can afford it and wants to support the Devs, you simply buy it.It also involves the continuous development of ArmA3 and the patches.Tbh I\\\'ve bought it because of the annoying popups.But it has given me the hope that the developers give the community more back,when they have earned the salaries for the team in the years after the release of ArmA3.The features of the DLCs are free, if you want to enter the helicopters as a crew-member you have to buy.But you can fly as a passenger in KotH and shoot out, which is a new feature from the DLC.Let\\\'s see what new features and restrictions comes with the marksman DLC.I would like to add, there is the possibility to put games on Steam on the wish list.You will be notified if there is a sale (the developers will also be notified by the number of customers).Originally posted by Cur:i cannot use the choppers nor can i even buy them (in koth) but even then, you think it\\\'s cool they forse me/us to have a ""log off"" time so they can advertise the DLC? i mean it\\\'s not like it\\\'s a free2play game... it is expensive enugh in it\\\'s base and i have no interest in neither the choppers nor the go kart\\\'s. what i do tho have an interest in is the game i bourght and payed for to work as it always did... "
128,feature,#7,Sep 22 @ 8:09am ,"Originally posted by mortified_penguin:Originally posted by SFWSv:Thanks for the link.  I just read it.  Damn.  It\\\'s deep.  They want to make is close to realism tsk tsk tsk.  Not easy for us to learn.  Making it so hard for us to play with.The magic radar in OFP, Arma 1 and 2 was a crutch. I doubt there\\\'s many players that want it to come back - probably not even the KotH/Wasteland crowd.Originally posted by SFWSv:And why jets has no more air to ground missile to destroy ground target?. AGMs are still here after Jets DLC. The DAGR, Macer/Macer II and Sharur/KH25 Kedge lock on via infrared so you need a heat signature on the target you want to lock onto. If they\\\'re ""cold"" then you won\\\'t get a lock on. I agree. The last thing we need are cheese features like the old system. The new sensors are much more flexible for mods as well."
129,feature,Ahroovi,Mar 20 @ 4:23pm ,"Arma 2 was pretty amazing actually. Then again, I only played it with mods... As I do with Arma 3. I find Arma 2 modded a better experience overall, the only thing keeping me on Arma 3 though are the modern features like weapon/character customization.That and they finally added weapon switching while moving. Which is apparently ""pushing the limits of the game engine"" according to their update post at the time."
130,feature,Cpl P. Larkins,Jul 3 @ 1:32pm ,"This game was made in 2013 and the latest ""updates"" were just pandering to DLC\\\'s. You will not get this feature."
131,feature,#1,Jul 4 @ 3:47am ,"Originally posted by Unknown Operator:This game was made in 2013 and the latest ""updates"" were just pandering to DLC\\\'s. You will not get this feature. Which is why I am asking for this in Arma 4 too."
132,feature,Portalearth,Sep 17 @ 7:13pm ,"Originally posted by V. Berlioz:What defines non-functioning? A few errors here and there, or total non-functionality? What works for one person is totally broke for another, too, courtesy of different modlists and versioning. Considering that it would be effectively impossible to police the workshop in this department, I recommend sticking to some of the large and highly-popular ""curated"" collections. These are mods and missions that somebody has already vetted for you as functional.Some examples of these are the Dynamic Recon Ops-compatible terrain lists. While DRO is really rusty itself due to a lack of maintenance, those terrains are quality. I think more specifically he\\\'s talking about mods that are not longer maintained in a general sense. RHS will continue to be supported, but theres weapons and uniform packs that haven\\\'t been touched for 5 years; same goes for scripted assets (think high quality vehicles with lots of features). There\\\'s plenty of custom missions and other content where the author released it and never bothered to fix things that were broke to begin with. I share the concerns. It would be nice to clean up the mods that people uploaded for the achievement or reuploaded because a specific mod in a hackjob modpack got taken down via DMCA. I agree, there is a lot of ""junk"" content on the workshop, but there\\\'s no feasible way to filter out that stuff.Now, understandably, life happens. People move on from the game or just get so caught up in the RL grind they can\\\'t play anymore. Plus, Arma has a \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 of an engine to begin with and bug hunting is pretty time consuming, especially when it\\\'s just you working on something."
133,feature,#3,Sep 17 @ 7:21pm ,"Originally posted by Portalearth:Originally posted by V. Berlioz:What defines non-functioning? A few errors here and there, or total non-functionality? What works for one person is totally broke for another, too, courtesy of different modlists and versioning. Considering that it would be effectively impossible to police the workshop in this department, I recommend sticking to some of the large and highly-popular ""curated"" collections. These are mods and missions that somebody has already vetted for you as functional.Some examples of these are the Dynamic Recon Ops-compatible terrain lists. While DRO is really rusty itself due to a lack of maintenance, those terrains are quality. I think more specifically he\\\'s talking about mods that are not longer maintained in a general sense. RHS will continue to be supported, but theres weapons and uniform packs that haven\\\'t been touched for 5 years; same goes for scripted assets (think high quality vehicles with lots of features). There\\\'s plenty of custom missions and other content where the author released it and never bothered to fix things that were broke to begin with. I share the concerns. It would be nice to clean up the mods that people uploaded for the achievement or reuploaded because a specific mod in a hackjob modpack got taken down via DMCA. I agree, there is a lot of ""junk"" content on the workshop, but there\\\'s no feasible way to filter out that stuff.Now, understandably, life happens. People move on from the game or just get so caught up in the RL grind they can\\\'t play anymore. Plus, Arma has a \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 of an engine to begin with and bug hunting is pretty time consuming, especially when it\\\'s just you working on something. Very valid points. The moment one walks away from their mod, for whatever reason, it\\\'s on the clock and will eventually be too buggy for people to keep using. This won\\\'t stop when BI stops updating the game either, it\\\'ll stop when we all stop updating our own mods.Personally, I think modders should train or at least designate replacements for whenever they have to bow out. It\\\'s not something to look forward to, but things happen and the game cannot always be attended to. We should prepare for that, instead of letting so much content decay out of copyright fears."
134,feature,Feb 9 @ 4:13am,State scarlet,"or whatever it\\\'s called, get rekt on that garbage. I wanted to fix an enemy tank but I guess it was too far from the group... it deleted my save for that mission. I had to go back to the mission before, in a state of confusion as to what in actual \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 just happend, I clicked revert and then lost the progress for that mission too. then half way through that prior mission for the second, I was flanking and enemy tank, barely went out of bounds and failed instantly. deleting saves and starting me at the beginning of that mission, tht is some serious \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 losing that much time. who seriously gave the go ahead on implementing a feature like that, with no \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 mention of it!!!!!!!!!!!!!!!!"
