,context,by,when,post
25,bug,#14,"Dec 21, 2018 @ 5:38am ","Originally posted by Nikolis:Originally posted by Connatic:Are there some bugs with the demo, or does the game do things I don\\\'t understand? For example, I just started a new game as fast as I could just to see how the performance was. I started in a town, and decided to sneak up on a guy and attack him. After I did that, it\\\'s like all the town guards helped me take him down and killed him for me. They attacked me for like a second, but they just started to run around randomly, leaving me alone. If they attacked you and then left you alone, then that sounds like something\\\'s wrong. No, it\\\'s not, they are not always killing, depend on who, some might will kill you, some might enslave you, some might eat you alive, some might beat you up and left you on ground to keep you in place. It\\\'s not always about killing."
26,bug,"Dec 14, 2018 @ 5:01am",Updated Roadmap,"Kenshi has now left Early Access and is fully released.What does this mean for Kenshi\\xe2\\x80\\x99s future? It means that there will be no new features added, Kenshi is feature complete, but we will be continuing to fix all crashes and bugs reported to us. Localisations (in German, French, Spanish, Portuguese, Russian and Japanese) have all been finished and are in game, however we have been noticing a couple of small issues popping up since release, so we will continue to refine these.BUGS & CRASHESRight now we are working hard on bug fixes \\xe2\\x80\\x93 We understand crashes and bugs can be frustrating, you can report all instances in our Steam or Lo-Fi forums and we\\xe2\\x80\\x99ll look into it asap.LOCALISATIONWe\\xe2\\x80\\x99ve had a few issues reported including some missing strings which didn\\xe2\\x80\\x99t export and text not fitting in GUI buttons. We\\xe2\\x80\\x99re on it and should have an update out within the week. We also had reports from Japanese players that the translation is inaccurate and\\xe2\\x80\\xa6 not so good. So we have employed an experienced video game proofreader to refine this. You should see gradual improvement patches for Japanese over the next few months, we aim to be finished with all edits by March 2019. We welcome any feedback from all non-English speaking players!LUXURY FEATURESWe\\xe2\\x80\\x99ve seen some confusion amongst the community about luxury features and optimisation upgrades coming. Just to clarify, we will not be adding any more features or engine changes to Kenshi. Fortunately we were able to add a few luxury features before release including crawling combat, unarmed combat, dismemberment, blood and ranged combat. However no more luxury features will be being added."
27,bug,Quint \\xc2\\xa4 \\xcf\\x82 \\xc2\\xa4,Jan 7 @ 2:02pm ,"how about some fixes for the buggy slave A.I? still dodgy, still having freed or bailed out slaves just standing there and newly ex slaves just waiting outside of town gates right in front of samurais and reaversalso if its at all possible could you please add some sort of drop down menu for gamestarts, even without mods it would be tedious flipping the arrow to find the one you want but with all the great mods out there, this would be a great update to the game"
28,bug,July Community Update,Aug 4,"Hi all. As with previous posts, I\\xe2\\x80\\x99ll start by recapping a few things going on with the continued support for the first Kenshi. For this blog\\xe2\\x80\\x99s special section, we\\xe2\\x80\\x99re catching up with some of the team at Lo-fi to find out what\\xe2\\x80\\x99s keeping them sane in isolation before finally getting to development news on Kenshi 2.Experiment recursion.In the past month we\\xe2\\x80\\x99ve once again been making use of the experimental branch, most notably around an issue users reported with saved games following the latest windows update. Many players had stated they were unable to save, load, or experienced crashing when they tried. In Kenshi\\xe2\\x80\\x99s latest v1.0.50 update saves default to the Windows user directory, fixing any potential issues linked to system permissions. Please keep in mind that if you wish to edit a saved game the new location to check is C:\\\\Users\\\\<YourUsername>\\\\AppData\\\\Local\\\\kenshi\\\\save. Defined interpretation.Hinted above, after consulting with the forum mods we\\xe2\\x80\\x99ve made some overdue changes to bug reporting flow \\xe2\\x80\\x93 namely better collating more widely popular bugs, cleaning up a number of older topics, and providing a more visible response to new ones. This will likely mean pushing for a stricter adherence to the bug reporting format as I work to ensure they can be reproduced and turn them into meaningful notes to the programming team to progress. The end goal here is to keep fixing issues for in Kenshi 1 in a more transparent way, giving users more feedback on if it\\xe2\\x80\\x99s feasibly possible to fix and where we\\xe2\\x80\\x99re at with their reports. For a more worded explanation of the changes check out the pinned topic here.Hey, Fans!In past blog posts we\\xe2\\x80\\x99ve mentioned hiring a number of new team members to expand the studio for Kenshi 2. Over the next few updates, since we\\xe2\\x80\\x99re focussed on an important Kenshi 2 subproject (details further down) I\\xe2\\x80\\x99m taking the opportunity to catch up with different team members and share a little bit of who they are, what they\\xe2\\x80\\x99re up to outside of the studio, and how they\\xe2\\x80\\x99re doing working from home.Guy \\xe2\\x80\\x98Warls\\xe2\\x80\\x99 Warley \\xe2\\x80\\x93 Concept ArtistI\\xe2\\x80\\x99m Guy, a concept designer with a background in graphic design, illustration and advertising. I joined the team in November 2019 and have been working on concepts for the architecture, furniture, and characters that inhabit the world of Kenshi 2.Home setup:For my home setup I recently purchased a Wacom Cintiq Pro 24[www.wacom.com], replacing my Wacom Intous 3. After spending 12 years with the Intuos 3 (which is still going strong) it\\xe2\\x80\\x99s a big upgrade. I initially thought it was going to take a lot of time to get used to the switch but I\\xe2\\x80\\x99m already really enjoying it and using it every day. The Cintiq is connected to my MacBook Pro (Retina, 15-inch, Mid 2015) which works pretty well running things like Photoshop.Thoughts on working on Kenshi from home:I am quite used to working at home and have got into a good routine over the years. I do miss working in the office though, it\\xe2\\x80\\x99s much easier to talk through different areas of the project with everyone in the same room, much less typing!Life balance:I have been spending the lockdown back in my hometown near East Yorkshire by the coast. Running and walking are the main things keeping me going. I\\xe2\\x80\\x99m also doing some yoga in the mornings, I\\xe2\\x80\\x99m rubbish at it but enjoying it anyway.In my free time I\\xe2\\x80\\x99ve been working on several of my own illustrations, such as the album covers for three different electronic artists that I finished recently.Other freelance projects I\\xe2\\x80\\x99ve worked on that people might recognise include art for mud-and-lasers RPG \\xe2\\x80\\x98Lancer\\xe2\\x80\\x99[www.guywarley.com] and a cover for the gritty future comic \\xe2\\x80\\x98The Hand Unseen\\xe2\\x80\\x99[www.guywarley.com]. Right now, I\\xe2\\x80\\x99m working on some posters based on my favourite Studio Ghibli films which follow on from other personal projects like last year\\xe2\\x80\\x99s Akira poster[www.guywarley.com]. Victor \\xe2\\x80\\x98Mr4Goosey\\xe2\\x80\\x99 Goossens \\xe2\\x80\\x93 Technical ArtistI\\xe2\\x80\\x99m Victor, or Mr4Goosey. I\\xe2\\x80\\x99ve been doing indie-dev on my own projects for over half a decade, and I\\xe2\\x80\\x99ve spent part of that doing it for a living. I got fed up of running my own business and decided to look for a full-time job in the industry, leading me to Lo-Fi. I wanted to combine my love for making pretty things with interests in logic and programming, which is why I\\xe2\\x80\\x99m now a technical artist.Home setup:I\\xe2\\x80\\x99m running a custom PC with a Ryzen 7 2700X and a GTX1080. For peripherals, I\\xe2\\x80\\x99ve got a Decus mouse and a Razer Blackwidow (Green switches) both with lovely wrist-rests. Finally, for screens I\\xe2\\x80\\x99m running a 34\\xe2\\x80\\x9d LG Ultra-wide which I\\xe2\\x80\\x99m looking to replace with something less bulky and a 27\\xe2\\x80\\x9d AOC monitor on the side.Thoughts on working on Kenshi from home:Thanks to past projects I\\xe2\\x80\\x99m used to working from home, so it\\xe2\\x80\\x99s really not that special to me, ironically being in an office will take more getting used to. It\\xe2\\x80\\x99s nice to be in my own place and have access to my stuff, but when everything happens in the same room it\\xe2\\x80\\x99s easy to lose sight of the boundaries between work and life. It can also be hard to get to know the team properly when we\\xe2\\x80\\x99ve not properly met. All in all, I\\xe2\\x80\\x99m looking forward to being in-office; working from home feels less efficient and enjoyable than being together with people, plus it gets lonely and boring.Life balance:I\\xe2\\x80\\x99ve started another gamedev project in my spare time, though I\\xe2\\x80\\x99ve been trying to get away from my computer too. Out of my new interests the main one that helps is blacksmithing. Unfortunately, I don\\xe2\\x80\\x99t have a forge yet \\xe2\\x80\\x93 that\\xe2\\x80\\x99ll probably have to wait until I\\xe2\\x80\\x99ve moved to the UK, but as I\\xe2\\x80\\x99m mostly focussed on armouring, I can do quite a lot anyway. It\\xe2\\x80\\x99s a steep learning curve, but it\\xe2\\x80\\x99s really cool to produce something like a piece of armour out of nothing.I\\xe2\\x80\\x99m also just getting into electronics and robotics. It\\xe2\\x80\\x99s something I\\xe2\\x80\\x99ve been putting off for as long as I\\xe2\\x80\\x99ve been doing gamedev, but I\\xe2\\x80\\x99m hoping to get started on it properly now. First steps are reading up on basic electronics (I wouldn\\xe2\\x80\\x99t be able to give you a definition of a \\xe2\\x80\\x9cservo\\xe2\\x80\\x9d), because that\\xe2\\x80\\x99s the main part I\\xe2\\x80\\x99m lacking. I\\xe2\\x80\\x99m hoping I can get the hang of that then get properly stuck in!Lastly, I\\xe2\\x80\\x99ve been doing more gamedev. I\\xe2\\x80\\x99ve recently started playing around with Phyronnaz\\xe2\\x80\\x99s Voxel Plugin for UE4[github.com], and I\\xe2\\x80\\x99m currently trying to make a small, relaxing game in which you build a low-poly eco dome with cute animals in it. Not sure exactly where it\\xe2\\x80\\x99ll be going, but I\\xe2\\x80\\x99m hoping to release it on Steam for a few bucks at some point in a similar vein to Islanders.Harrison \\xe2\\x80\\x98Boodals\\xe2\\x80\\x99 \\xe2\\x80\\x93 ProgrammerI\\xe2\\x80\\x99m Harrison, or Boodals, the programmer who was hired back in November. Up until now I\\\'ve been working on remaking the GUIs from Kenshi 1 in Unreal Engine, but now that we\\\'ve hired Craig, I can shift my efforts onto less urgent tasks, such as code cleanliness and stability. I won\\xe2\\x80\\x99t go into too much detail, but I\\\'d call it more of a support role, making the other programming jobs easier and faster, and discouraging code which could be unstable.Home setup:Since we started working from home, I\\\'ve been using my own PC for most tasks. We do all have laptops to work on, but I don\\xe2\\x80\\x99t have the desk space to fit mine. Using my PC also allows me to test the GUIs I previously spoke about on a 4k screen to make sure everything functions correctly at higher resolutions.Thoughts on working on Kenshi from home:Working from home is pretty great, mainly due to lie-ins and easy access to snacks (ha-ha), but it does come with its downsides. Not being able to quickly speak to other developers or show each other what we\\\'re working on makes it harder to get stuff done. We\\\'re exploring several apps and programs to minimize this, but you can\\\'t beat being in the same room.Life balance:Outside of work, the lockdown really hasn\\\'t affected me too much, as I\\\'m one of the lucky ones who isn\\\'t bothered by being locked in. I moved house just before the lockdown started, so I\\\'ve been hanging out with my new housemates and their cat, whom I pay tribute to in the form of pets every time I pass through Her domain (stairs, hallway, kitchen\\xe2\\x80\\xa6)Declarative prologue. The team have been hugely busy this month working on a \\xe2\\x80\\x98vertical slice\\xe2\\x80\\x99 of Kenshi 2, which I have the pleasure of sharing snippets of today. For those unaware of the terminology, a vertical slice is a portion of near-finished quality game which then allows a studio to visualise some of what they\\xe2\\x80\\x99re up to. It\\xe2\\x80\\x99s traditionally distinct from a prototype in that the quality is much higher leaving less room for flexibility but for us we\\xe2\\x80\\x99re blurring that line a bit and using it primarily as a tangible design tool. Internally nicknamed \\xe2\\x80\\x98Concrete Neon\\xe2\\x80\\x99, it\\xe2\\x80\\x99s about having a space to test and iterate on some of Kenshi 2\\xe2\\x80\\x99s ideas by taking them away from a design document and experiencing how they might actually be played. Sharing some thoughts on our first major milestone, Chris compares Concrete Neon to founding Kenshi\\xe2\\x80\\x99s Holy Nation and his hands on approach to game design: \\xe2\\x80\\x9cAnyone who played the [Kenshi 1 early access] map in it\\\'s earliest incarnation will remember that only a small area around the holy nation was active, the rest was greyed-out and you couldn\\\'t go there, because it wasn\\\'t finished.  This gives us a test bed to get everything working early on so we can play the game and experiment.  I\\\'m not a very formal designer, my technique is iterative because my \\xe2\\x80\\x98special skill\\xe2\\x80\\x99 is playing a game for a while and then going ""hunger needs to be 0.8x slower and strength needs to raise 1.12x faster instead of 1.08x"".  It\\\'s also better that way because I can approach the design as a player rather than as a game designer.  I don\\\'t like game designers.\\xe2\\x80\\x9d---This month\\xe2\\x80\\x99s blog post was intended for last so ran a little late, but we\\xe2\\x80\\x99d love to hear your thoughts in the comments \\xe2\\x80\\x93 with so many players following different game development projects it\\xe2\\x80\\x99s a great place to reflect. As ever you can join us on Twitter and Facebook[www.facebook.com] where we still have an upcoming creator competition to announce once we\\xe2\\x80\\x99ve worked out the prizes... If you\\xe2\\x80\\x99d like a none-Steam way to keep up with the studio, blogs are available on our website[lofigames.com] and via our mailing list[eepurl.com].Cheers,"
29,bug,Kenshi 1.0.50 (Experimental Branch),Jul 10,"Out now on the experimental branch only. To opt in to the experimental version, right-click on Kenshi in your Steam games list -> properties -> betas tab -> then choose \\xe2\\x80\\x9cexperimental\\xe2\\x80\\x9d. If opting in, please be aware of bugs and instability.Please report any bugs or feedback to either the Steam or Lo-Fi forumsBug fixes: Fix for Stun damage recovery rate being 10x too slow A crash fix for rare situations resulting from missing meshes"
30,bug,Kenshi 1.0.49 (Experimental Branch),Jul 8,"Out now on the experimental branch only. To opt in to the experimental version, right-click on Kenshi in your Steam games list -> properties -> betas tab -> then choose \\xe2\\x80\\x9cexperimental\\xe2\\x80\\x9d. If opting in, please be aware of bugs and instability.Please report any bugs or feedback to either the Steam or Lo-Fi forumsBug Fixes:Fix for importing saves that was broken in last update (1.0.48 experimental)"
31,bug,Kenshi 1.0.48 (Experimental Branch),Jul 7,"Out now on the experimental branch only. To opt in to the experimental version, right-click on Kenshi in your Steam games list -> properties -> betas tab -> then choose \\xe2\\x80\\x9cexperimental\\xe2\\x80\\x9d. If opting in, please be aware of bugs and instability.Please report any bugs or feedback to either the Steam or Lo-Fi forumsFeatures: Due to recent windows updates causing even more save issues when the game is installed in the C:/Program Files/ folder, Saves can now optionally be stored in the user directory instead of the install path.  It can be set in the options.Added Stun Recovery Rate and Robot First Aid Speed constants to FCSBug Fixes: Fixed FCS \\\'xp rate athletics\\\' constant doing nothing"
32,bug,March Community Update,Apr 20,"In this month\\xe2\\x80\\x99s community update we\\xe2\\x80\\x99re working from home, welcoming several new hires to Lo-Fi and learning a bit more about performance considerations in Kenshi 2.Developing from a safe locationAs represented through parody on our Instagram[www.instagram.com], we\\xe2\\x80\\x99re encouraging everyone to stay at home if they can and as no exceptions to the rule, everyone at Lo-Fi has been working remotely. It\\xe2\\x80\\x99s taken us a little while to adjust but we\\xe2\\x80\\x99re now fully in the swing of things; our latest series of Kenshi 1 bug fixes have just been deployed to the stable branch and Kenshi 2 progress marches on. Welcome reinforcementsTo continue ramping up development for Kenshi 2 we\\xe2\\x80\\x99re excited to introduce some new faces to the team (starting remotely of course). Already hard at work, Victor Goossens, is our new Technical Artist and Sarah Keates[www.instagram.com], our new Office Administrator \\xe2\\x80\\x93 both of which bring more structure to our workflow in the studio. Additionally over the next few weeks we\\xe2\\x80\\x99re welcoming Mohammad Rezazadeh[www.artstation.com] as our Lead 3D Artist and Craig Tinney, as a Junior Programmer, each adding additional talent to push Kenshi 2 forward. Finally, with the popularity of the waterways picture shared in a previous update, fans will be happy to welcome back well known freelance artist Calum Alexander Watt.Technically art or Artfully technical?Joining us this month, Victor gives a better explanation of what a technical artist does along with a sneak peak of work that would make Bob Ross proud:\\xe2\\x80\\x9cHi guys! I\\\'m Victor, or Mr4Goosey (after my last name, Goossens)! I\\xe2\\x80\\x99m happy to say I\\xe2\\x80\\x99m Lo-Fi\\xe2\\x80\\x99s new Technical Artist (I\\xe2\\x80\\x99ll call it TA for short, so that doesn\\xe2\\x80\\x99t stand for Teaching Assistant here). Most of you are probably not really sure what that means, though. In a nutshell, my job as a Technical Artist is to be a bridge between the art department and the programming department. I do artsy things that are too technical for the artists, and I do technical things that are too artsy for the programmers.I\\xe2\\x80\\x99ve been doing indie-development on all kinds of projects for years now. I got into game development as a programmer, but quickly developed a passion for creating beautiful things \\xe2\\x80\\x93 bringing me to the specialized niche that is Technical Art. Most of the work I do relates somehow to what your graphics card is doing while you\\xe2\\x80\\x99re playing games; I handle lighting, all kinds of color-balancing, and most importantly, I deal with shaders, the \\xe2\\x80\\x98code\\xe2\\x80\\x99 that tells your graphics card what every pixel on your screen should look like. Having specialized in Unreal Engine 4, a lot of the shader-work I do is actually material-based (using UE4\\xe2\\x80\\x99s node system). That doesn\\xe2\\x80\\x99t necessarily make the job much simpler (you still need to understand how rendering engines and graphics cards work), but definitely a bit easier to understand at a basic level. I also work with artists to work out any kinks in their work flow, as well as dealing with performance-budgets and optimization.You might now be wondering what that means for Kenshi in the larger scheme of things. As you guys probably know we\\xe2\\x80\\x99ve decided to move to Unreal Engine 4 for Kenshi 2. Having years of experience in UE4, I\\xe2\\x80\\x99ll be working to smooth out the transition from Ogre, helping the team get used to Unreal\\xe2\\x80\\x99s way of working. Unreal Engine 4 has an incredibly powerful and versatile rendering engine \\xe2\\x80\\x93 if you know how to work with it, because that power comes at the cost of complexity. The plan is for Kenshi 2 to be graphically above and beyond anything we could ever do in Ogre, and I\\xe2\\x80\\x99m here to make sure that we can actually pull that off. An easy example for that is what I\\xe2\\x80\\x99m actually working on right now:Kenshi 2\\xe2\\x80\\x99s new Time-of-Day system, and primarily, its clouds! Kenshi\\xe2\\x80\\x99s fully dynamic lighting and environment is a massive challenge to represent properly, and it means things like clouds just cannot be left static. Kenshi\\xe2\\x80\\x99s new clouds grow, move and morph over time \\xe2\\x80\\x93 all without melting your graphics card! Next up is just about every other material in Kenshi...\\xe2\\x80\\x9dThe final pieceLast but not least, we\\xe2\\x80\\x99re still searching for a lead programmer to join us[lofigames.com], keeping us on track to complete Kenshi 2 before all of this apocalypse malarkey. In the meantime, keep your eyes on our Twitter and Facebook[www.facebook.com] pages for some new events and once again, if you prefer updates directly into your inbox, sign up for our mailing list here[eepurl.com]. "
33,bug,February Community Update,Mar 16,"In this month\\xe2\\x80\\x99s community update we wanted to acknowledge teaming up on the trailer, share some important news regarding the recent Korean translation, and provide some more details on what\\xe2\\x80\\x99s going on with Kenshi 2.New TrailerAt the end of January we contacted Kokoplays to work with us on a new video that would coincide with our latest patch. The main aim was to give potential players an honest look at the game and an overview of what publications and users think of it. If you missed it, check it out below:We\\xe2\\x80\\x99re incredibly pleased to see all the positive comments about the result, making it a notable entry for our new YouTube channel which also offers Japanese, Chinese and Korean versions of the same video. In future we\\xe2\\x80\\x99d like to do more collaborative projects with members of the community, level up awesome ideas that might otherwise stay on the drawing board, and celebrate alongside the fans that make Kenshi great.Korean Translation updateAt the end of last month we pushed a patch with a number of bug fixes alongside the official support for Korean language text, thanks to detailed user feedback and the assistance of a freelance third party to verify, we\\xe2\\x80\\x99ve been made aware that the quality of this translation hasn\\xe2\\x80\\x99t met a standard we\\xe2\\x80\\x99re happy with. Our current plan is to revisit this translation with a much stronger emphasis on context and error checking to update it as soon as possible, current projections put this at around 10 weeks. Unfortunately this has also lead us to reconsider Korean social media efforts. In the meantime, Korean Twitter and Facebook[www.facebook.com] coverage is set to continue for at least another month, keeping users updated on the status of the translation.Korean Wiki \\xe2\\x80\\x93 looking for editorsOn a more positive note, due to the popularity of Wikis in eastern gaming communities we worked with a member of our existing English Fandom Wiki team to start up a Korean version, mirroring a number of key pages to assist new users. With the initial setup out of the way we\\xe2\\x80\\x99re now looking for Korean community members to take over. The Korean Wiki can be found here[kenshi.fandom.com]GUI DevelopmentIn the interests of shedding more light on the Kenshi 2 progress from the technical team, this month we\\xe2\\x80\\x99re sharing some thoughts on the ongoing work underpinning GUI development directly from programmer Harrison:\\xe2\\x80\\x9cHey, im Harrison aka Boodals, the newest programmer at LoFi. Ever since I was first hired in November, I\\\'ve been working on remaking the GUIs from Kenshi 1 in Unreal Engine for Kenshi 2. Its too early in development to know everything that the GUIs need to be able to do, so we\\\'re just copying the designs (graphics & layout) from K1, and focusing entirely on getting the functionality working so we can test things. That means they currently look like uglier versions of the K1 GUIs, so there\\\'s no point in showing any pictures yet, somebody will make them look pretty at some point in the future.The GUIs in Kenshi 1 were made using a programming library called MyGUI, which allows modders to reskin GUIs, and move individual GUI elements (buttons, text, sliders, etc) around by changing specific files. However, the GUI\\\'s functionality was hard-coded in the game\\\'s source code, which cannot be changed by modders. This means you cannot make a mod which adds a new button, only change what every button looks like, or move existing buttons around.For Kenshi 2, we are using Unreal Engine which comes with it\\\'s own GUI system called Unreal Motion Graphics, or UMG for short. UMG is tied closely to Unreal\\\'s Blueprint scripting system, which is used to give the GUIs functionality.We don\\\'t entirely know how modding will work for K2, but when we looked at other Unreal games that allow modding (such as ARK: Survival Evolved), both UMG and Blueprint is completely available. So in theory, modders will be able to change the game\\\'s GUIs, and script them to be able to do just about anything. This is in addition to the Forgotten Construction Set, so mods that add or change weapons, armour, items, buildings, and most other things in K1 will still be possible.\\xe2\\x80\\x9dHarrison first took up coding to make mods for various games before pursuing it as a career choice, which gives us another great point of insight as we make a conscious effort to support the community\\xe2\\x80\\x99s efforts again in Kenshi 2.Materials ResearchElsewhere in the programming team, there\\xe2\\x80\\x99s been an ongoing investigation of Unreal\\xe2\\x80\\x99s material system[docs.unrealengine.com] which governs a huge number of visual elements and object interactions. Ranging from basic properties such as colour and transparency to complex physics based lighting and weather functions. We\\xe2\\x80\\x99re not just aiming to step up the visual quality in Kenshi 2, it also gives us a great opportunity to make the world itself feel more dynamic (which is part of what\\xe2\\x80\\x99s pushed us to search for a full time technical artist). Finally, there\\xe2\\x80\\x99s a whole lot more going on behind the scenes with other members of the programming and art teams for Kenshi 2; all of which would be working closely with the successful applicants for each of the roles we\\xe2\\x80\\x99re hiring for[lofigames.com]. On the topic of abstract studio stuff, we also fixed some of the stranger behaviour with the sign-ups for our mailing list[eepurl.com] meaning we\\xe2\\x80\\x99ll look for more excuses to use it in the near future, also making it a great alternative way of getting these news posts for fans of Kenshi that prefer to stay outside of Steam\\xe2\\x80\\x99s ecosystem. "
34,bug,29,3,Kenshi is a perfect early access game with no bugs 
35,feature,#14,Feb 28 @ 12:55pm ,"Originally posted by \\xd0\\x9a\\xd0\\xb8\\xd0\\xbd\\xd0\\xb3\\xd0\\xbe:Is it worth it to buy this if they are already working on the second one? you can try the Demo first. then decide.btw, it\\\'s the full game but some features are locked/limited."
36,feature,"Dec 14, 2018 @ 5:01am",Updated Roadmap,"Kenshi has now left Early Access and is fully released.What does this mean for Kenshi\\xe2\\x80\\x99s future? It means that there will be no new features added, Kenshi is feature complete, but we will be continuing to fix all crashes and bugs reported to us. Localisations (in German, French, Spanish, Portuguese, Russian and Japanese) have all been finished and are in game, however we have been noticing a couple of small issues popping up since release, so we will continue to refine these.BUGS & CRASHESRight now we are working hard on bug fixes \\xe2\\x80\\x93 We understand crashes and bugs can be frustrating, you can report all instances in our Steam or Lo-Fi forums and we\\xe2\\x80\\x99ll look into it asap.LOCALISATIONWe\\xe2\\x80\\x99ve had a few issues reported including some missing strings which didn\\xe2\\x80\\x99t export and text not fitting in GUI buttons. We\\xe2\\x80\\x99re on it and should have an update out within the week. We also had reports from Japanese players that the translation is inaccurate and\\xe2\\x80\\xa6 not so good. So we have employed an experienced video game proofreader to refine this. You should see gradual improvement patches for Japanese over the next few months, we aim to be finished with all edits by March 2019. We welcome any feedback from all non-English speaking players!LUXURY FEATURESWe\\xe2\\x80\\x99ve seen some confusion amongst the community about luxury features and optimisation upgrades coming. Just to clarify, we will not be adding any more features or engine changes to Kenshi. Fortunately we were able to add a few luxury features before release including crawling combat, unarmed combat, dismemberment, blood and ranged combat. However no more luxury features will be being added."
37,feature,AVE,"Dec 14, 2018 @ 6:28am ","Any plans for DLC? Payed of course, will gladly pay for more luxury features implemented."
38,feature,Aviticus Dragon,"Dec 14, 2018 @ 7:37am ",Without an updated engine it\\\'s pointless to continue adding features. Maybe in the next Kenshi game.
39,feature,xf0\\x9f\\x85\\xbc\\xf0\\x9f\\x86\\x81. \\xf0\\x9f\\x85\\xb5\\xf0\\x9f\\x86\\x84\\xf0\\x9f\\x85\\xb2\\xf0\\x9f\\x85\\xba\\xf0\\x9f\\x85\\xb5\\xf0\\x9f\\x85\\xb0\\xf0\\x9f\\x85\\xb2\\xf0\\x9f\\x85\\xb4,"Dec 14, 2018 @ 7:47am ",Originally posted by Koomatzu:...however we have been noticing a couple of small issues popping up since release...Yeah... About that...Originally posted by Aviticus Dragon:Without an updated engine it\\\'s pointless to continue adding features. Maybe in the next Kenshi game. Could not have said it better myself. Just prepare for a lot of flak for even thinking that.EDIT: Somehow the quoted parts got mangled. Fixed.
40,feature,Zim,"Dec 14, 2018 @ 1:23pm ",Originally posted by Aviticus Dragon:Without an updated engine it\\\'s pointless to continue adding features. Maybe in the next Kenshi game. like in 12 years?
41,feature,#6,"Nov 1, 2013 @ 12:04pm ",http://www.youtube.com/watch?v=i1VjV1_Hx6s&feature=c4-overview&list=UUu1jHkTg96gZb4jpgKclhNAfound this around
42,feature,LawH,"Jul 4, 2014 @ 1:54am ",https://www.youtube.com/watch?v=bh3TkbykD8k&feature=youtu.be
