,context,by,when,post
32,crash,"Jun 10, 2015 @ 1:18pm",crashing or booting from game,i am having issues with the game booting me off or crashing (no error report) on the loading page when trying to load a saved game. if/when i manage to get into my game(s) i still get booted out randomly from the game. i have tried to figure out what action in the game is causing it but cant seem to find one thing or another. any ideas or tips to keep this from happening? my system is as follows Component Details Subscore Base score Processor AMD FX(tm)-8320 Eight-Core Processor 7.6 5.9   Determined by lowest subscore  Memory (RAM) 8.00 GB 7.6 Graphics AMD Radeon HD 7700 Series 7.7 Gaming graphics 4852 MB Total available graphics memory 7.7 Primary hard disk 355GB Free (927GB Total) 5.9 Windows 7 Home Premium System   --------------------------------------------------------------------------------   Manufacturer BIOSTAR Group   Model TA970   Total amount of system memory 8.00 GB RAM   System type 64-bit operating system   Number of processor cores 4  Storage   --------------------------------------------------------------------------------   Total size of hard disk(s) 931 GB   Disk partition (C:) 355 GB Free (927 GB Total)   Media drive (D:) CD/DVD   Disk partition (X:) 894 MB Free (4 GB Total)  Graphics   --------------------------------------------------------------------------------   Display adapter type AMD Radeon HD 7700 Series   Total available graphics memory 4852 MB         Dedicated graphics memory 1024 MB         Dedicated system memory 0 MB         Shared system memory 3828 MB   Display adapter driver version 14.501.1003.0   Primary monitor resolution 1600x900   DirectX version DirectX 10  
33,crash,Thanquol,"Jun 10, 2015 @ 1:39pm ",looks like your gpu is using system memory...so i guess if you run your gpu without shared memory it should work since the game at least for me allways used about 6gb ram and i had allmost no crashesbut be aware off that the game has it problems i heard about people with good rig\\xc2\\xb4s that could not start the game at all and nobody knows why
34,crash,#14,"May 19, 2016 @ 8:09am ","@koyoteteo that\\\'s why these are old patch notes already, 1.0.17 B is out, that fixes most of the crashes."
35,crash,Ehrur,"Sep 12, 2013 @ 5:54pm ","Apart to go straight backforward till ""crash"" with it, i don\\\'t know other ways."
36,crash,Artuurs,"Jun 24, 2014 @ 2:00am ","i love the update but with the crashed ships, the radiation sounds like unfair and overkilling against players. It doesnt realy sound like anyone would have a chance to loot them when it sounds so impossible. Enemies guarding it, im ok with that but radiation? Remove it or tone it down maybe but i havent expierienced it myself so i dont know how bad it is. Good update, keep it up."
37,crash,AoG\\xc2\\xb2 | Gyzzorn,"Jun 7, 2014 @ 4:32pm ","I really like this game, only issue is that even thought I have a good GPU,CPU and spare RAM It seems to crash within 3-5 minutes on average-hight settings, I think this might be due to RAM not being allocated to the game very well."
38,crash,Amerikanovich,"Jun 24, 2014 @ 10:16pm ",Fixed despawners? Does that mean you can\\\'t just run in circles around a crashed ship and continuously collect stuff out of newly spawned crates every 30 seconds? :pOnly took a couple minutes to get full guardian armor and all drill blueprints when I found that out....
39,crash,#2,"Jun 24, 2014 @ 10:18pm ",On that note I think crashed ship loot should be better but NEVER respawn. Ever.Kinda defeats the purpose of exploration.
40,crash,IamNic,"May 14, 2014 @ 12:14pm ","I can\\\'t connect, is it crashed? ;)"
41,crash,I\\\'m connected to it now so its think its alright,"May 14, 2014 @ 12:37pm","Originally posted by IamNic:I can\\\'t connect, is it crashed? ;) Hello, IamNic. Nah, it\\\'s online.Check IP and port you entered:ip: 188.35.22.43port: 7250Sorry for late answer."
42,crash,"May 14, 2014 @ 12:37pm",Great server :),Originally posted by IamNic:Great server :) it crashed and destroyed my attempt to build the eiffel tower lol.we still need to build the Empire State Building artyom! :D
43,crash, 2,"Aug 13, 2014 @ 11:29am",All Servers crash always?? Why?
44,crash,#3,"Aug 10, 2014 @ 5:19am ",sorry server crashed early hrs this morning its up now
45,crash,the server seems to be off right now.,sorry server crashed early hrs this morning its up now,The server will crash now and then as there is a memory leak so just msg or pop on my ts ts ip is the same as server
46,crash,"Aug 13, 2014 @ 7:14am",All Servers crash always?? Why?,"How come all the servers seem to always crash at least once every 5 to 10 minuets regardless of how many people are on.?You always lose about 2-3 min of your game as well, and sometimes everything.."
47,crash,"Aug 12, 2014 @ 9:20pm",24/7 No Lag | Fun Dedicated Server *OFFLINE* *BEING FIXED*,"  Hey everyone! I\\\'ve been very upset on how the official servers keep crashing and having inventory bugs, so I decided to create my own dedicated server. Keep in mind that this restarts once every night at 2 AM. (EST)  Have fun!            Here\\\'s the server IP and Port:   IP: 173.66.33.168                                                           Port: 7250"
48,crash,"The trailer made me buy the game not five seconds later, yet it kinda sucks right now. Gets old in around five minutes. Looks so promising though. I\\\'m pretty sure they pulled a ""Project Zomboid.""","Originally posted by Plzbanme:Almost every feature seen in the trailer is in game. Dig is going to be added early next month if everything goes as planed.(and it is subject to change) It can be fun playing Fort defence and exploring infinite terrain. If you enjoy creating stuff there is creative mode.  Most of the problems you hear about missing features are just people not wanting to read. They watched one video on the game and didn\\\'t bother to read the store page before buying. Updates are slow but not the rate of content being added to the game. The devs don\\\'t waste time by releasing bug fix patchs at this point in the game.(they do fix some bugs with every patch) Their main focus is to get content in right now. Patchs are also about a month a part right now. ...Are you serious?MOST of the stuff in the trailer is not accessible to the public right now, so why are you sayign most of it is? ","Originally posted by osiriss2:Originally posted by Fire_XIV:-snip- In fairness the majority of content shown in the trailers is accessible in game such as infinitely generated terrain, randomly generated weaponry, vehicles and the game modes (as well as some things not shown). However, there are also a number of missing features which should be coming soon. Sure we have a buggy crash-plagued Inf Terrain Demo, and a Fort defense mode, plus some small creative stuff. But that\\\'s it. Currently we either don\\\'t have or can\\\'t access: Survival, Skills, Digging, Space (I think), Build Integrity, Custom Gun Forging, and meaningful harvesting.This really is in a barebones state, and I hate when people, especially mods, say that this game has majority of the content in it, but I also hate when an uninformed customer comes along and QQs about the game lacking."
49,crash,Originally posted by osiriss2:,Originally posted by Fire_XIV:,"Originally posted by Fire_XIV:Originally posted by osiriss2:In fairness the majority of content shown in the trailers is accessible in game such as infinitely generated terrain, randomly generated weaponry, vehicles and the game modes (as well as some things not shown). However, there are also a number of missing features which should be coming soon. Sure we have a buggy crash-plagued Inf Terrain Demo, and a Fort defense mode, plus some small creative stuff. But that\\\'s it. Currently we either don\\\'t have or can\\\'t access: Survival, Skills, Digging, Space (I think), Build Integrity, Custom Gun Forging, and meaningful harvesting.This really is in a barebones state, and I hate when people, especially mods, say that this game has majority of the content in it, but I also hate when an uninformed customer comes along and QQs about the game lacking. Content and features are two different things. That is why I rarely say anything about content. Content is the medium which is used to experience features. Survival is not a feature but content in the game which allows you to use the features which are being worked in game now. Once dig is in everything will be in game to allow for a survival mode. Mobs, dig, build, resources, crafting are all the basic things you need really. If you need another example think about guns in a game. Guns are the feature but the ak 47 is part of the content that lets use experience that feature."
50,crash,Bump?,"Tried to join, Lagged to crap, so disconnected.","Originally posted by Petroph:Tried to join, Lagged to crap, so disconnected. The game seems to crash if I host for more than an hour."
51,crash,Chris,"May 8, 2014 @ 5:27pm ","It is frustrating for the game to crash while building complex and large items, so I wish you well in overcoming the memory issues.  I did learn some items that may help with crashes."
52,crash,"Dec 16, 2013 @ 2:05pm","The GSCs Offical Survival Server! [Team-Based PvP, 30 slots, whitelisted]","Server Lore-You are one of the many survivors who has touched down onto Atlas. After a bit of exploring, you soon discover a small outpost formed by another group of survivors known as the Atlas Trader\\\'s Union. The goal of the ATU is to form a solid, secure facility for fellow survivors to trade in. Business is currently booming, and many trading groups have been formed.All is not well, however. Seeing the opportunity to become powerful quick, many people have come to form pirate clans, ambushing traders while they return from salvaging weapons for trade. Soon, some pirate clans have grown large and powerful enough to build small bases of operation. They are known to be fast, ruthless, and unforgiving.To combat this growing threat, a couple of traders formed a group to fight the growing pirate menace. They call themselves the Galactic Star Coalition. Made up of ex-military, merchants, engineers, and scientists, they hope to clear Atlas of pirates for good.At the same time, on the other side of the planet, a small group of survivors band together to start constructing a fort, and while they don\\\'t face the threat of pirates, the land they colonize is known Leech territory...Server Mechanics and Concept-The main concept of the server is simple. Two factions (traders and pirates) each have valuables that they want, and they don\\\'t want the other faction to get their hands on it. We will now go over in depth, the objectives of these two factions.Traders- The goal for the traders side is to collect the best, coolest, and downright weirdest weapon of them all, then return it to ATU to get paid in Iron Ore/Oil, or to trade them for weapons other traders have found. Pirates- The goal for the pirates is to screw up the traders as much as they can. They have the same basic goal as traders, but instead of actively going out and find weapons, they wait for traders to pass through the mountains, where most of the weapons and any quality weapons spawn. Pirates cannot turn weapons in at ATU for Iron/Oil, but they can still trade them amongst themselves.The time of the server is always kept at noon (day/night cycle has been disabled). This is because when leeches attack at night, death ragdolls start to pile up and lag/crash the server.We also have a whitelist (which means you have to fill out an app, and have it accepted, before joining). Though this might be a pain, it helps with filtering out trolls and people who are not going to be here long.There are also events throughout the week. Every Wednesday night, at 4:00 P.M. PST, the server switches gears for a bit and starts up a Fort Defense game to get people in the server cooperating under a single flag, and to just have some fun. After Fort Defense is over, we will revert back to Survival.On Fridays, the GSC will do training inside the server. Anyone may join in if they so choose, but training will be specifically for GSC personal.On Saturdays, GSC will run an anti-pirate op. These operations are for GSC members only, and are conducted in a professional fashion. Anti-Pirate ops are mostly classified to the public. This does not mean that other people cannot get together and try to raid a pirate camp at any time, these are just stuff that our clan does to stay active.For more info and whitelist information, please visit http://www.forgeforums.com/viewtopic.php?f=41&t=6287"
53,crash,Thats actually sad... someone kick that lost lil admin like a lost puppy please,I wonder how many \\\'abandoned\\\' forums are on steam like this?,"Foruns from games that just crashed and burned and ended being closed, games that were never finished and closed or games that devs tried to hide his past sins hiding it like StarForge?Probably a lot of all, but some smell more rot than others."
54,crash,"Aug 17, 2014 @ 7:07pm",Immersive Cycling Gameplay Thought,"Visible starting intro for game is in a mother ship --> something goes wrong (add story elements here) and you crash land. (Justifies the ship already crashed on the planet we see in game now)Rare blueprints and resources exist to (optional) construct small ship and suit --> Fly ship to orbiting moon/moons/asteroid fields --> Build base with O2 generator --> Mine rare resources to construct mother ship --> Park small ship in mother ship --> Use mother ship nav computer to scan for other planets/moons/asteroids. Can fly small ship back and forth from planet to orbit, can not land mother ship.When inputting data to scan for a planet and other stellar bodies it really just does the same as if you were setting up another procedural random world as normal, but it just looks like you are inputting data for a customisable scan. (Immersive cycling gameplay)For the transition from planet to planet and other stellar bodies use camera angles and camera locks while the scene is generating to stop visible asset popping then give camera back to player when loaded. (show motion effects of ship though)Tidy cycling style of play not too hard on engine limitations?"
55,crash,Inearthed,"Dec 21, 2013 @ 2:52pm ","Hmmm, for me this hotfix is less helpful. Yet my fps is lower then before, terramorphing appears not so quickly, and i couldnt play survival mode more then 10 min, everytime i have errorrs and game crashes. Have someone same problems?"
56,crash,Xeri,"Jun 14, 2013 @ 6:15am ","This update removed the constant crashing on my machine, thank you so much, you\\\'re doing a fantastic job. I look forward to future updates!"
57,crash,Lystent,"Jul 16, 2016 @ 3:24pm ","I took a look at Reign of Kings:-Player vs. Server Admin hate-Player vs. player hate-I suspect Mod vs Player hate...There was a freaking name and shame thread that was all out ""KYS"" on page one, and finally, on page 12, a mod locked it ""This thread has run its course.""Game\\\'s rating also in a well (actually was in the blue from the start!)And now they are going to do a third game, but possibly as a new identity. Code}{atch is officially burned as of now. But that doesn\\\'t ensure that they will stop. They probably are going to reuse the Starforge engine as well, if they are dumb enough. If they do, then we know what happens next. Not sure if it\\\'ll be on Steam though.Also, I am very disapointed in all of the hackers exploiting all of the shoody code of Reign of Kings; hacking for just to get an edge over other players in the game. They should\\\'ve been crashing all of the servers the whole time!"
58,crash,#8,"Jul 16, 2016 @ 11:57pm ","Originally posted by ImOnlyOneMan:Originally posted by Lystent:I Also, I am very disapointed in all of the hackers exploiting all of the shoody code of Reign of Kings; hacking for just to get an edge over other players in the game. They should\\\'ve been crashing all of the servers the whole time! We have to get our money\\\'s worth somehow. Its not like they\\\'re going to fix the bugs. But think of all of the carnage!!"
59,crash,"Originally posted by The \\xc2\\xa7uspense:Can someon pick up that phone... Becouse I CALLED IT!!!!!!!! *Walks over the phone, and picks it up*So and so... and so is not here, can I take a message? An can you tell me whom I am taking a message for?",Originally posted by The \\xc2\\xa7uspense:,"Originally posted by Lystent:I Also, I am very disapointed in all of the hackers exploiting all of the shoody code of Reign of Kings; hacking for just to get an edge over other players in the game. They should\\\'ve been crashing all of the servers the whole time! We have to get our money\\\'s worth somehow. Its not like they\\\'re going to fix the bugs."
60,crash,"Jul 3, 2016 @ 6:31am","Seriously, at this point if someone pays money for this game its their own damn fault. If you skip past the ""Overwhelmingly Negative"" reviews and the discussions then you deserve to lose money. I say let people buy this game, its not a scam at this point, the information is right there for all to see.","Originally posted by Police man:my friend and i dont have any problem playing it togeather, just had to foward my ports and we got connected. so far we spawned in made some clothes and a small fort so it seems alright, i dotn know what is wrong with the game other then it is a little blury on highest graphics servers will forget chunks of the map to a certain extent, this whipes out bases.servers would frequently crash causing the above issue to happen.these are issues thats plagued the game since the dawn of time. they never got fixed. they never even attempted to fix them. if they did, something with those bugs would have changed or act differently. im no code expert, novice at best, and even i know this. i also know coding in unity engine is NOT hard. im sure i could do it if i put my time and effort into learning it, but theres better options on the horizon so why bother."
61,crash,SeriousCCIE,"Mar 1, 2016 @ 5:19pm ","I got lost underground drilling, and spent an hour trying to find a way back to the beacon thing, and was going to wrap up for the night, and I went to place a wooden block in my inventory to block the hole behind me to prevent anything from coming in and it crashed to the desktop and I lost my past 3 hours of progress, let alone the last hour of hole digging.it\\\'d be one thing if the game was empty.  it\\\'s another to not accomplish anything and *still* lose your progress due to trying to block off your area to lay a bedroll down... and then quit.Then I realized I could have just exited.  doh"
62,crash,Vargas78,"Sep 24, 2015 @ 9:56pm ",Using compatibility troubleshooter i got it to work for a few seconds with win7 mode but then it crashes. Rubbish.
63,crash,Originally posted by (\\xcd\\xa1 \\xcd\\xa1\\xc2\\xb0 \\xcd\\x9c \\xe3\\x81\\xa4 \\xcd\\xa1\\xcd\\xa1\\xc2\\xb0):,Using compatibility troubleshooter i got it to work for a few seconds with win7 mode but then it crashes. Rubbish.,Originally posted by Vargas78:Using compatibility troubleshooter i got it to work for a few seconds with win7 mode but then it crashes. Rubbish. All they need to do is get up off their lazy behinds  (which they won\\\'t) and recompile  it in unity 5 but they wont do it .
64,bug,StarForge Post Release Patch #4 - V.1.0.4,"Nov 26, 2014","We\\\'ve released another patch for the game today. In this patch we focused on bug fixing and design changes. Please keep in mind, due to our changes to our saving system, we had to wipe servers. - We believe we have fixed the bases dissapearing/saving bugs. - We\\\'ve added dampening to dead creatures so they are easier to loot without them sliding away down a hill.- All drills now can mine all resources- You now start with many more blueprints- If you check the ""Infinite Terrain"" checkbox, resources will now spawn beyond the initial starting area- The resources needed to craft different blueprints has changed across the board. We have geared the game to progress quicker, but for things like turrets, vehicles, and final weapons to be harder to obtain. We hope you enjoy playing,Will"
65,bug,StarForge Release Version 1.0,"Sep 18, 2014","Release Trailer: http://youtu.be/AXVledJlEmIWe are proud to announce that we are releasing StarForge today! After many years of hard work, dreams and determination, we are releasing the 1.0 of StarForge. This would not have been possible without the help of the community, fans, and supporters of our game through its various phases over the years.Two and a half years ago, Will and Steve were working out of a basement part time on the game, and then the game exploded online, giving us the opportunity of a lifetime to finally make the game we\\\'ve always wanted to build. A year after that, we managed to increase to a team of 4 developers. And after the launch on Early Access, managed to build a small company which has been working to bring you the StarForge release today. This would not have been possible without the hard work and efforts of a tireless development team, and your continued support.We understand that at times we bit off a bit more than we could chew, and certain areas took quite some time to build and test. It goes without saying that this has been a vast learning experience for us all. We really appreciate everyone\\\'s patience and support during the development stretch. We are glad to have participated as one of the first few games to launch the Early Access section on Steam, and to learn and develop with the community over the past year and a half. We plan to exit Early Access within the next few days. We also plan to no longer sell the Founders Club upon, or shortly after release, depending on how quickly Steam can remove it. We only want the Founders Club to contain exclusive rewards for early supporters.We believe we have put in some super cool and innovative technology and gameplay, including an Infinite Procedural World, Voxel Digging, Real-Time Atmosphere, Procedural Asteroids, Tunnels, Caves, Mountains, Biomes, Physics Movement, Vehicles, Tons of Guns, Creatures, and Objects, and so much more! All of this works with both single player and multiplayer. It has been a labor of love, we are glad to have progressed this far, and we really enjoy playing the release version. We will continue to monitor the game, and plan to do another update in the future with bug fixes. Further updates will depend on future sales of the game.Over the past few months, while in Beta, we have fixed the majority of the critical and major bugs, and this release contains hundreds more bug fixes and many new features.- New Tile Sets:  Monolithum, Detrite (Founders Only), Interior hull (Founders Only)- New Vehicle : Space Copter- Water/Lava Plane Generation- Dedicated Server Performance- Procedural Asteroids- Atmosphere  Shaders and Cloud Improvements- New Doors : Monolithum, Titanium, Graphene- New Creature: Sand Sloth- Desert and Badlands Vegetation-  New Collectable Plants- Swimming- 19 Song Original Soundtrack Completed- Dynamic Loading Screen- Frame Rate Optimizations- More realistic Terrain and Biome Generation- Blocks Have Better Performance- Badges (Founders Club, IndieGoGo)- More Dedicated Server Console Commands and Config Options- Community can now host their own dedicated servers of Creative or Survival. Please visit this link which has the info you need on hosting your own dedicated server: http://starforge.gamepedia.com/Dedicated_Server- 200 + bug fixesWe\\\'ve also finished and implemented our IndieGoGo and Founders club rewards. IndieGoGo backers must link their account in-game in order to receive their digital perks; Steam purchasers  do not need to worry about this as all updates are channeled via Steam.. As for the Digital Rewards (wallpapers, art book, strategy guide, soundtrack), we will be providing a link to the download for these in the next month as we are still putting the finishing touches on them. We will release another blog post about that when they are done.The hard assets (T-Shirts, Posters) for IndieGoGo backers are also being developed. We have already reached out to everyone involved regarding these rewards. If you are an IndieGoGo backer or Founder on Steam and have questions or concerns about your name being listed, please email us at sworin(at)codehatch.com. We will periodically be adding in the new names as we receive them.Thanks again for all your support. We hope you enjoy playing the release!- The Code}{atch Team"
66,bug,"Week@Codehatch - World Spire, Doors, and Space Helicopter","Aug 29, 2014","We\\\'ve been working the last 2 weeks mainly on bugs and stability fixes. However, we\\\'ve managed to put in some features such as the World Spire, 3 Doors, 3 Garage Doors, and the Space Helicopter.Check it out below:http://starforge.typepad.com/starforge/2014/08/weekcodehatch-world-spire-doors-and-space-helicopter.htmlThank you for all your support!- The Code}{atch"
67,bug,"Update 0.9 now on Steam! Alien Forest, New Creatures, Radar Turret, Optimization, and more!","Aug 6, 2014","We\\\'ve been working hard on a new update the past few weeks. There are many new features, and many bug fixes in this update. We worked on stability and optimization as our main focus. Our MP Dedicated servers should also be much more stable now. And we\\\'ve buffed Digging to be much faster.- Please note that due to internal changes in our engine we had to once again reset the saves.Here is an list of the new features:- Loot vats. There are 3 loot vats now in the world, you will see a beam of light from them, this notifies the players of a loot delivery. However, loot is only delivered to these vats periodically, so its first come, first serve.- New Creatures, we\\\'ve put in the Beedle, the Belcher, and the Prowler. Beware of the prowler, they are very strong.- Alien Forest Biome, get lost in the new alien biome, it can be very foggy.- Harvestable plants, you can now harvest certain natural plants and resources from the ground by hitting ""E"" next to them.- Sonar Probe and Radar Turret, You can now equip yourself to have both mobile and static radar capabilities. This will help warn you of creatures and players in the nearby area.- Compass, find out where you are going. It will also show the placement of your protective spire on it to help you find your base.- New Big Chainsaw, cuts through meat and wood much faster.- New Beacon light- Repair Gun, repairs all your objects using utility ammo.Aside from the new features, as mentioned above, we have been working very hard on optimization and bug fixes. We hope to have stabilized the servers a great deal. We\\\'ve also done a full pass on all the shaders and graphics in our game and tweaked and tuned them for the different graphics settings, you should be able to run our game on many more computers now on the fastest settings then you could before.Please visit this guide we made for some tips on tweaking your graphics settings:http://steamcommunity.com/sharedfiles/filedetails/?id=296911104Hope everyone enjoys the latest release, and thank you for your continued support!- The Code}{atch Team"
68,bug,Week @ Code}{atch,"Jul 18, 2014","Hey guys,So this Week @ Code}{atch, things have been fairly relaxed, compared to the previous week.  We\\\'ve created some front-end changes in the game and have added a compass, harvestable plants, and a couple of creatures into the game.  The compass is featured at the bottom of the screen, and shows one the location of the world spire, enemies, npcs and other players.  It shifts around on the screen and now allows players to find their way to beacons, other players and orient themselves around landmarks such as the Spire. Next up, we\\\'ve got a mean new creature that moves fast, bites you fiercely and generally makes you hate life.  Introducing, the Prowler:It\\\'s pretty ferocious! It can run quite fast, it has hardy amounts of armor, and its only weakness is bullets.  Lot\\\'s of \\\'em.  So if you\\\'re under-prepared or early-on when you meet this guy, just run the other way.  Also, we\\\'ve added a new animal of prey, that moves quickly and effectively, and drops a slightly different configuration of loot.  It\\\'s an non-aggressive class NPC, and skitters across the ground rapidly on its two fore-legs.  It can be a challenge to catch up too, and possibly lead to some nasty predators.  The rest of the week has been spent fixing up bugs and tidying up the netcode.  We\\\'ve also changed some development methods around, in the hopes of being able to add features more robustly.  Thanks for reading, and I hope you all have a solid weekend! From everyone here at Code}{atch, thank you! -- Will "
