,context,by,when,post
37,bug,#9,"Jun 11, 2013 @ 1:08pm ",Dave just found this bug. We\\\'re working on an update with a fix! :)
38,bug, 1,"Jun 12, 2013 @ 4:59am",Small bug at the end of levels
39,bug,"Jun 11, 2013 @ 10:22pm",Small bug at the end of levels,"It seems that if you are in the process of a groove the moment the level ends, you stop falling (as the level is done) but the groove score continues to rise for a few seconds (often ending with one last groove in the tenthousands, even if you only started the groove a second before the level ended). Nothing severe, but a bug is a bug I guess"
40,bug,Agouti,"Apr 23, 2013 @ 3:24am ","Lets get this straight: This is not a \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 buggy game that they are trying to fix. This is a game that was just fine when they released it, but they (the developers) weren\\\'t ever really happy with, so they have been working on it trying to make it better all this time. Most developers would, as has been suggested, have just left it and released whatever they came up with as a sequel or expansion.Honestly I don\\\'t know how much longer they can keep it up, it\\\'s nice to see them taking this sort of pride in their work but one has to wonder just how far the sales of it will stretch..."
41,bug,                Showing 1-10 of 10 comments            ,"It\\\'s apparently the same game that hasn\\\'t been updated for quite some time, but for some reason it\\\'s ""Early Access"" now.I really hope ""Early Access"" doesn\\\'t become a graveyard for unrealized projects that the developer has left untouched for extended periods... =/","So it has been buggy since it was released years ago, and they\\\'re finally updating it with fixes?"
42,bug,#12,"Apr 5, 2013 @ 4:02pm ","Originally posted by mcarriere:Originally posted by Creepy Pie:So here\\\'s something weird. Whenever I try to scroll in the filebrowser (using the mouse or the arrows on the side), after a second or so it jumps back up to the top of the list. Not so useful. :( Are you using anything to redirect your mouse input? I noticed that AutoHotkey can break scrolling in our filebrowser. Err, not that I know of. I\\\'m using the Roccat Savu mouse which has a special driver software since it supports ""easy shift"" which effectively doubles the number of buttons on the mouse. But I don\\\'t think it has anything to do with it, but heck, what do I know about coding and bug squishing?"
43,bug,#14,"Apr 6, 2013 @ 2:59am ",Hrmm. Looks like it was a one time bug. If it comes back again in the future I\\\'ll be sure to record it.
44,bug,"Audio hiccups are usually the result of performance issues. A few tricks to try: run at a lower resolution, run at \\\'Good\\\' settings instead of \\\'Fantastic\\\' and see if those two things help eliminate the hiccups.What are your system specs?","This version does not run files with strange characters in the name, like japanese. It fails to load the song.",Any news on the failing to load music bug?
45,feature,"May 9th, 2013 -- Ugly Baby Update -- Waffles!","May 9, 2013","Are you hungry? Amy apparently wants you to be. What\\xe2\\x80\\x99s that, you say? Staying away from the carbs? Well, hopefully this update is just as delicious.GRAPHICAL USER INTERFACE: Michael went all crazy with the UI! Brand spanking new graphics to tickle your eyes. He\\xe2\\x80\\x99s a perfectionist, so he says he\\xe2\\x80\\x99s not done yet. How do you think it\\xe2\\x80\\x99s coming along? What can you figure out from it? What doesn\\xe2\\x80\\x99t make sense?GAMEPLAY: A new stunt has joined buzzes and grooves, because they were getting lonely. Meet the NEEDLE! Can you figure out how to do it? Gameplay has changed slightly, so listen closely. Get near anything to buzz an object. Orient the world to your stomach (bottom of the screen), to groove. If you hit things, you damage your sensor. If your sensor\\xe2\\x80\\x99s damaged, you can\\xe2\\x80\\x99t do stunts! As your sensor detects stuff, you build up a score multiplier, so keep doing stunts!VISUALIZER: Dave\\xe2\\x80\\x99s research continues to pay off. Play level one with some fast/heavy music. Dubstep, Rock, Death Metal, EDM. That\\xe2\\x80\\x99s all I\\xe2\\x80\\x99m sayin\\xe2\\x80\\x99.We\\xe2\\x80\\x99d like to personally call out, the progress bar feature in this recent update was due in part to a user suggesting it. I\\xe2\\x80\\x99m an awful person and can\\xe2\\x80\\x99t remember who did originally, so if it was you, thank you, keep \\xe2\\x80\\x98em coming!As always, tell us what you love, what you hate, and where you think Michael\\xe2\\x80\\x99s running off to next week. He won\\xe2\\x80\\x99t tell us."
46,feature,"May 9, 2013","Are you hungry? Amy apparently wants you to be. What\\xe2\\x80\\x99s that, you say? Staying away from the carbs? Well, hopefully this update is just as delicious.GRAPHICAL USER INTERFACE: Michael went all crazy with the UI! Brand spanking new graphics to tickle your eyes. He\\xe2\\x80\\x99s a perfectionist, so he says he\\xe2\\x80\\x99s not done yet. How do you think it\\xe2\\x80\\x99s coming along? What can you figure out from it? What doesn\\xe2\\x80\\x99t make sense?GAMEPLAY: A new stunt has joined buzzes and grooves, because they were getting lonely. Meet the NEEDLE! Can you figure out how to do it? Gameplay has changed slightly, so listen closely. Get near anything to buzz an object. Orient the world to your stomach (bottom of the screen), to groove. If you hit things, you damage your sensor. If your sensor\\xe2\\x80\\x99s damaged, you can\\xe2\\x80\\x99t do stunts! As your sensor detects stuff, you build up a score multiplier, so keep doing stunts!VISUALIZER: Dave\\xe2\\x80\\x99s research continues to pay off. Play level one with some fast/heavy music. Dubstep, Rock, Death Metal, EDM. That\\xe2\\x80\\x99s all I\\xe2\\x80\\x99m sayin\\xe2\\x80\\x99.We\\xe2\\x80\\x99d like to personally call out, the progress bar feature in this recent update was due in part to a user suggesting it. I\\xe2\\x80\\x99m an awful person and can\\xe2\\x80\\x99t remember who did originally, so if it was you, thank you, keep \\xe2\\x80\\x98em coming!As always, tell us what you love, what you hate, and where you think Michael\\xe2\\x80\\x99s running off to next week. He won\\xe2\\x80\\x99t tell us.","May 9th, 2013 -- Ugly Baby Update -- Waffles!Are you hungry? Amy apparently wants you to be. Whats that, you say? Staying away from the carbs? Well, hopefully this update is just as delicious. GRAPHICAL USER INTERFACE: Michael went all crazy with the UI! Brand spanking new graphics to tickle your eyes. Hes a perfectionist, so he says hes not done yet. How do you think its coming along? What can you figure out from it? What doesnt make sense? GAMEPLAY: A new stunt has joined buzzes and grooves, because they were getting lonely. Meet the NEEDLE! Can you figure out how to do it? Gameplay has changed slightly, so listen closely. Get near anything to buzz an object. Orient the world to your stomach (bottom of the screen), to groove. If you hit things, you damage your sensor. If your sensors damaged, you cant do stunts! As your sensor detects stuff, you build up a score multiplier, so keep doing stunts! VISUALIZER: Daves research continues to pay off. Play level one with some fast/heavy music. Dubstep, Rock, Death Metal, EDM. Thats all Im sayin.Wed like to personally call out, the progress bar feature in this recent update was due in part to a user suggesting it. Im an awful person and cant remember who did originally, so if it was you, thank you, keep em coming! As always, tell us what you love, what you hate, and where you think Michaels running off to next week. He wont tell us."
47,feature,LunaTi,"Jul 18, 2013 @ 3:42pm ",http://www.youtube.com/watch?v=4ayel12nDUs&feature=youtu.beyay
48,feature,FolkishG\\xee\\x88\\x96rm\\xee\\x84\\xa3,"Jul 18, 2013 @ 7:13pm ",http://www.youtube.com/watch?v=6uaK0tqWsEU&feature=youtu.beW00T
49,feature,Naphthalene,"Jul 18, 2013 @ 7:30pm ",http://www.youtube.com/watch?v=i4jYl_wk9M8&feature=youtu.beiHaveNoIdeaWhatI\\\'mDoing.jpg
50,feature,#5,"Jul 18, 2013 @ 7:33pm ",Originally posted by Stormburn:http://www.youtube.com/watch?v=i4jYl_wk9M8&feature=youtu.beiHaveNoIdeaWhatI\\\'mDoing.jpg rolf
51,feature,#6,"Jul 18, 2013 @ 7:36pm ","Originally posted by Stormburn:http://www.youtube.com/watch?v=i4jYl_wk9M8&feature=youtu.beiHaveNoIdeaWhatI\\\'mDoing.jpg This was hilarious! Thanks for taking the time to make this. For the time being, I wouldn\\\'t try messing around with falling velocity, or the rail code. Take one of the patterns that are showing up in a song, and start tinkering with that. If you can\\\'t tell what patterns are showing up, you can change the pieces to special colors in each pattern, and they\\\'ll start sticking out."
52,feature,Yeti,"Jul 19, 2013 @ 8:45pm ",welp here\\\'s what i did :/ http://www.youtube.com/watch?v=N8Me3-kLnFg&feature=youtu.be
53,feature,#11,"Jul 20, 2013 @ 4:08pm ","Originally posted by Moja #STUDLIFE:welp here\\\'s what i did :/ http://www.youtube.com/watch?v=N8Me3-kLnFg&feature=youtu.be That\\\'s a pretty good way to test a new custom visualizer, right?"
54,feature,#12,"Jul 20, 2013 @ 4:17pm ","Originally posted by NFD9001:Originally posted by Moja #STUDLIFE:welp here\\\'s what i did :/ http://www.youtube.com/watch?v=N8Me3-kLnFg&feature=youtu.be That\\\'s a pretty good way to test a new custom visualizer, right? Uhhh yeahyeahyeah suurre that\\\'s what i meant it for.... (lies)"
55,feature,XorUnison,"Jul 17, 2014 @ 12:28pm ","I unfortunately have to agree with the poster above. It once was pretty cool, but now... it\\\'s not even playable. I mean, the new things like the voicemail, and that little bit of weird story or whatchamacallit is pretty ok and it adds some flavor.But the whole signal thingy is totally breaking everything from beginning to end. It just makes me want to fly out of the fray, somewhere far outside so I can at least finish my 10 minutes tracks at all. Actually I\\\'d totally love to even play longer tracks, but the damn signal thingy is just making it impossible, and the game feels like a chore instead of being fun. I agree that you gutted the game so far, and I totally agree that taking a step back is the right thing to do here.I HATE being interrupted when I listen to music, and to have a game about music doing just that is as wrong trying to breathe vacuum or something. Just remove that feature, or make it optional if you really must.Also the array of auxiliary sounds is annoying and unnecessary, it could be easily fixed by just taking all those sounds out and replacing them with visual hints.For example... you have that targeting dot in the middle of the screen, right? Just put some colored dots around it which pulse, change shape or color or whatever whenever there\\\'s something going on, like you buzzing close to some object, or passing any objects.For buzzing you could have a dot which changes color, and for passed objects one that pulses and changes color according to the number of objects passed per second. If you use that color for passed objects per second the player also gets a direct measure of where the golden spots to fly through are, and you can even acces the information tight spots where you really need to focus.As for the visuals, they\\\'re not fancy, but them being fancy doesn\\\'t feel too important to me. A bit of variation will certainly help though. Some times the bright background has interfered with the visibilty of things directly in front of me though, that\\\'s a no-go.And as for the shapes of the levels... The different \\\'cities\\\' are a great idea, but so far they bring one curse along. They divide all the different possible level designs among many so called cities, making the individual cities relatively repetetive. Before you divide and specialize the cities you need to have enough variation to do so. Take a step back and throw them all back into one pot and see what comes to mind.And last but not least, this may sound somewhat harsh but I\\\'m just honestly stating my opinion, trying to give feedback. The game has some great ideas and I believe the potential for something great is still there. Credit where credit is due, it really was fun once and I know it can be again.Oh, and the last official news post that we can see in the library page, the one with the level creation,  will have it\\\'s anniversary tomorrow... And one year of no immediately visible news is not overly cool, you should throw this information and maybe something else in there, just so that there is a clear sign of life out there for everyone."
56,feature, [developer],"May 22, 2014 @ 8:20am ",https://www.youtube.com/watch?v=Twf-3d3fxu0&feature=youtu.be
57,feature,Pixlmancy,"Jan 29, 2014 @ 6:50pm ","I like the new feature of being able to fail levels but I feel it could be a bit more lenient, as if you\\\'re playing through a long song 3 hits isn\\\'t a lot. Maybe make these rechargable as you accumulate certain amounts of points or something?"
58,feature,#2,"Jun 8, 2014 @ 6:28pm ","1) Currently, the story is about a blind girl who skydives through the city using a music player and a set of goggles that allows her to see partially.  (Story is looking like it will change soon, maybe).  You gain followers from doing jumps, which unlock more levels.2) This game does generate levels randomly based on your music.  Randomization is a bit touchy at the moment, but it does it\\\'s best.  There are a few levels that have a set song for them currently, and there is little to no randomization to those.  (The devs are re-working the randomization algorithim to be better, and an update for that will be next.)3) There is no landing at the end of a song, it just ends (currently, I do not know if they have any plans for the future to change it).4)  The game throws you into the skydiving from the start, no flat space to jump off from.I hope I answered your questions to the best of my ability.  Like I said, the devs are re-working a lot of the game itself, so a lot of features are subjext to change.  1 other note, This is EARLY-ACCESS, so the game will be done when the devs decide it is done (not necessarily aimed at you culinarykid92, just at people in general)."
59,feature,"Dec 23, 2013 @ 11:53am",Minor Annoyances,"There are some features that deter me from playing the game. Often I want to play it and listen to music but the buzzing groove sound can really get in the way of hearing the song I\\\'m listening to. Also the constant beeping noise as you fly past objects, the one that happens when an object is scanned. Lastly, the three hits and death. I saw that you all are looking into a recharge system but I think most players preferred the combo system. Those are my only criticisms."
60,feature,Blootaro,"Nov 1, 2013 @ 8:58pm ","Yeah. I love this game, I\\\'ve loved this game for awhile, but some of the crazy LET\\\'S FLY THROUGH A BUNCH OF OVERLAPPING PIPES sections don\\\'t lend themselves to a 3-strikes-you\\\'re-out thing, because you generally hit more things than that in a single wipeout.  Unless, of course, we\\\'re not suppose to be doing insane flying-through-overlapping-pipes stuff, but I always considered that a feature.  Love you guys!EDIT: What about a cooldown period after a single hit, like before when the groove thing would go offline?"
61,feature,"Oct 18, 2013 @ 8:11am",Unknown,http://www.youtube.com/watch?v=tDoUKKOFvZE&feature=youtu.be
62,feature,Drop That Beat Like An Ugly Baby Booster Pack for Trade,"Jul 29, 2013 @ 2:11am",FPS feature for Drop that beat like an ugly baby?
63,feature,frostyn,"Jun 12, 2013 @ 10:21am ","I tried streaming.First, the thing that bothered me is the fact that it also recorded my talking with a friend even though it was never stated anywhere my voice will be recorded.Next, Azumi\\\'s voice was of a horrible quality for some reason. The ad (the sponsor one) sounded good, the game sounded good, and Azumi was covered in static for some reason.Next, the whole quality of the stream video was very low for some reason. The audio was okay besides Azumi\\\'s voice.Next, it didn\\\'t record the stats screen after the level. It simply showed the end of the level until I got into the menu.Nevertheless, great feature, thank you a lot."
64,feature,"Jul 30, 2013 @ 5:04am",Last.FM Integration (in more ways than one!),"You\\\'re headed in the right direction, Dejobaan.https://www.youtube.com/watch?v=cfM7J2SovDIIntegrating song-related elements into the game is a fantastic idea. But coming up with 3D models for every song out there is... impossible.HOWEVER.You could use a service like Last.fm to get song related content and feed it into the game. An example could be having the band members photo on a billboard saying ""WANTED *insert funny crime here, couldn\\\'t think of anything myself :(*"", or maybe have the album cover featured outside a store building saying ""Brand spanking new album, out now!""... or something. You\\\'re better at this than I am.In other words, you can use Last.fm to get song-related info and integrate it into the game, making the levels much more unique and satisfying to fall through.Also, scrobbling."
65,feature,"Jul 10, 2013 @ 9:37pm",Embedded Lyrics Maybe?,"I couldn\\\'t help but notice the lyrics in Future Shock, and I am genuinely curious if there will be similar support (as in game lyrics) for my library. It doesn\\\'t matter much to me if I have to do more work to get them in, it\\\'d be a nice little piece of eye candy for me. Another idea I have is maybe to sync lyrics up with the song, (if they\\\'re found) in a fashion similar to SoundHound\\\'s ""LiveLyrics"" feature."
66,feature,"Jul 14, 2013 @ 1:28pm",Idea: Make no lineal City and Option Grid,"Unaware of the devs think of it or not. I\\\'m jus playing for a few and i see that may include some type of loops or curve type map. Like a looping tunnel or something can add more deep experience to player.Maybe can settle in an option grid before creates map.Also player can modify some features for the generated map. Which can be:Lineal/Curve/Loop.Scale of objects.Static map(Very new and different for now).*Enemy spawn (many or less)An AI ( or Maybe multiplayer..) mate falling like you, makeing formation/free moves.And so many...*Static Map/CityI explain a little bit further.I think this can be rearrange some programing thing and can trouble, but if the devs can modify their program to do it, can be great and add a new dimension to game.Static map could do (as indeed seems) a close city that you can freely explore during the song (and maybe repeating it or chaining with other..) The idea is do a place, that changes and moves as the music does. Maybe can include some goals or something to get more playable experience to player.The game is awesome, keep go on!"
67,feature,Honey,"Jul 14, 2013 @ 10:43am ","I thought the black outs were a ""feature""...something to make the game more challenging.  Guess I should change my resolution lol"
68,feature,"Jul 4, 2013 @ 12:42pm",Questions to Dev\\\'s,"Thought I\\\'d start this thread as a direct response to another thread containing legitimate concerns (that hitherto have not been addressed) being locked - while the original thread was rather casual & ligh-hearted, having it censored does remove all senses of humour regarding concerns raised. I\\\'d appreciate an answer to the following questions when possible;Why is this product - which was previously released - now in early access form? If the reason being is to update the exsisting title, why bother reverting to an early access state, as oppossed to just releasing the update when it is complete? I find it slightly insulting that this product is now marketed as in a beta state yet charges seemingly full-price for what amounts to an incomplete experience with an optional medium to report bugs. More importantly, your game is currently falsely advertising a feature that is not available; on your steam store page it clearly states this title comes with ""Steam Achievements"" (plural) when in-fact the games current state does not include this feature as-well as the content that supported it & as your representatives suggest may not ever be available unless there is sufficant public interest.This culminated in me re-acquiring ths files for this title specifically to attempt to obtain the achievement (as advertised) where I spend about 45 minutes playing this game & browsing various media in attempts to access the relevant (currently unavailable) content. Now I am seriously contemplating filing a ticket with Steam - that failing I may also consider lodging a complaint with the FTC or appropriate trade commission. My hopes would be that games could be more accurately represented & ideally should never display features that it does not have, also, where appropriate, perhaps a notice or disclaimer of sorts could be rendered for consumer benefit (I mean that\\\'s what\\\'s important here, right?) again in the hopes that consumers are better informed & in this case potentially avoid wasting time looking for something that isn\\\'t there. It\\\'s about the principal now. "
69,feature,Cold Deck? ...,"Jul 4, 2013 @ 11:49pm ","The way Dejobaan handled Ugly Baby put quite some people against them. That is one of the reasons why I never bought the game even though I\\\'m a big fan of AaAaAa. I do emphatize with you and with the people that have been waiting all this time for the game. At least now there\\\'s more hope :)Still, I\\\'ve been following Ugly Baby since I first found out about it in 2011, so I can try to answer your questions:Originally posted by D r a g o n:Why is this product - which was previously released - now in early access form? If the reason being is to update the exsisting title, why bother reverting to an early access state, as oppossed to just releasing the update when it is complete? --> Ever since the game was made available for purchase, it was stated in the store page that what you were buying was a pre-release version of the game and that you would get the full game once it was completed. Source: http://web.archive.org/web/20121101174243/http://store.steampowered.com/app/15540--> Though Early Access did not exist then (when the game was made available for purchase,  more than 2 years ago), it was never marketed as a complete product. Given that, and once the game is still not finished, the decision to move the game to Early Access makes sense. It would not make sense to keep selling an alpha/beta game outside of Early Access now that this mode exists.--> The game has been completely remodelled in such a way that the previous build, which contained the content for the achievement, and that had been made available for download still in 2011, has been completely discontinued. The store page description is wrong when it comes to the achievement and it must be updated so that it will not be misleading to anybody anymore. It is unfortunate that you lost a lot of time trying to get it. Still, again, this is a game still in development, it should be expected that a lot of things are missing and you should lower your expectations in regards to how fun or complete the game actually is - if you cannot focus on giving the devs feedback, on reporting bugs or suggesting new features, uninstall it and wait more time (not so nice, I know, but you have no other option)."
70,feature,#1,"Jul 5, 2013 @ 2:38am ","Originally posted by Cold Deck? ...:Still, again, this is a game still in development, it should be expected that a lot of things are missing and you should lower your expectations in regards to how fun or complete the game actually is - if you cannot focus on giving the devs feedback, on reporting bugs or suggesting new features, uninstall it and wait more time (not so nice, I know, but you have no other option). Okay, appreciate the time & concise answers. I didn\\\'t expect any answers from the dev\\\'s dispite having refrained from all choice words, for the sake of any sensitivities - so that\\\'s what they get... ;p Did not know it was released as stating incompele - guess it\\\'s the last listing on ""key features"" lol Not even sure how I got this game TBH - it might have even been a freebie or I may have got a coupon form an event (this is ringing a bell)... It\\\'s beside the point; in which alternate reality is it attractive to have early access to a game (consumers one & only benefit, seemingly), that is nowhere near finished - & in some cases not even fit for purpose? - & for about 2 years now! Anyway, I\\\'m just obversing some worrying trends develop; with things like War Z, Aliens Colonial Marines & now there\\\'s this early access thing. When the formula for success still remains the same; make fun games! that are functional / complete - they will sell. I mean you don\\\'t go to a resturant pay for a meal in advance, recieve half of it & the rest 2 hours later when the chef finishes...  FFS people @ least discount the price on early access titles - hey! it may even habour a more co-operative player base of bug reporters & your precious customers aren\\\'t left feeling fisted by an elephant... Now this speaks to the crux of the issues here; my options as a paying (I assume) consumer of digital content / product; either un-install & move on or play the what 4 levels? & provide constructive feed-back / report bugs... How bout get tae f*ck! :DI mean come on... ""key feature"" - game is in beta... LMAO! "
71,feature,NegativeEight,"Jul 10, 2013 @ 9:40pm ","I second the custom cities. A feature I would like to see is adding custom groove shapes, patterns, and the general traffic models, in a fashion similar to DRP."
72,feature,"We are currently dabbling in Steam Workshop for our other title ""Drunken Robot Pornography"" and I could definitely see it working here for custom levels. Not sure folks could post songs there for copyright reasons but I suspect that we look at some form of workshop integration if we can come up with an exciting way for folks to use Workshop. Definitely pile on any ideas that you have -- Thanks!","I second the custom cities. A feature I would like to see is adding custom groove shapes, patterns, and the general traffic models, in a fashion similar to DRP.","Originally posted by Antirest:I second the custom cities. A feature I would like to see is adding custom groove shapes, patterns, and the general traffic models, in a fashion similar to DRP. That could be neat potentially! We will have to get the two teams to talk to each other ;)"
73,feature,What a horrible name, 1,New features in update [remarks]
74,feature,"LEVEL 4-I played ""Falling Down"" by Muse.  The loading time was 35.69 seconds.-""Falling Down"" is a mostly calm and slow song.  Somehow, I began the level crashing headfirst into fhe very first block.  When I got into the level, later on, I discovered that the left mouse button was useful (twisting counter clockwise relative to the spiral).  I think that\\\'s a good level to let the player make use of that trick.","LEVEL 4 (continued)-For a calm song, I found the score of 15672500 to be really hyperinflated.","LEVEL 5-I played ""Cave"" by Muse.  The loading time was 39.27 seconds.-As this is the first unlockable level where you can control ""Fatness,"" ""Spread,"" and ""Salt,"" I decided to keep all the settings at 0 for standard measure (I may play ""Cave"" later with varying settings for comparison).-For this level, I made sure to take advantage of the turning feature.  It may have been my lack of experience with playing this game, but I found that turning significantly increases my likelihood of crashing into the shapes.-I like how the more quiet parts of the song make the level more disparate, but I must question why there are certain clusters of shapes so far from me for when the song resumes to normal."
75,feature,"Jun 11, 2013 @ 3:06pm",Some ideias,"The game looks and feels great so far, most of the time, I end up listening to music while playing any game that isn\\\'t mandatory to ear the game itself. With this game, those two thing merge together! And I live it! I\\\'m not sure if this is what developers are trying to get out of their players, but at least I\\\'m having fun playing.Now, I have some neat ideas already about what could be done to make this game even cooler, but first, there are some features necessary, to make this game more ""fluid"": A way to preview a song before playing it; Instead of playing each song one by one, we could select a number of songs to play on, for example, level 3.2, and some others to play on level 4. And then scramble all of them.I\\\'m really enjoying this game, and I\\\'ll try to support it with ideas and good thoughts as much as I can. Continue the good work people!"
76,feature,"Is this a general ideas thread?As a fan of AAAAaaaaaaaAAAaaaa, I feel like 1,2,3 kick it is missing the explicit stunts like the spray paint and the gestures that gave Aaaaaa some real unique twists. Like, falling through the level is fun, but adding in the stunts gives it an extra challenge for those of us who are pretty proficient at getting kisses and hugs.Also, post-run stats? Something I can screenshot and show off.",... I actually like Ugly Baby because it -doesn\\\'t- have stunts and gestures.,"hm well maybe they will keep single play the ame, but a multiplayer or even lan feature should be alittle more competative, and sure its a general idea thread, maybe they can pick out some ideas :D"
77,feature,Creepy Pie,"Jun 13, 2013 @ 1:10pm ","Well here\\\'s the thing. Innovation and progress doesn\\\'t come when you play safe.Dejobaan could take the easy way out and say ""You know what, let\\\'s make this AAAAA with user selected background music"", but they\\\'re trying something a tad different here.Now, I\\\'m not saying that AAAAA should be forgotten and ignored. Perhaps implementing the previous control scheme is a good idea (I think it\\\'s worth implementing), but other than that I think this is the chance for dejobaan to explore and evolve the BASE jumping ""genre"".I believe that as time moves on we\\\'ll see a few more notes and features from AAAAA but MUCH more new and innovative features made for UB."
78,feature,"Jun 8, 2013 @ 8:40am",Volume normalization / Replaygain,Is a feature like this planned? I noticed that in silent tracks the SFX can be overwhelmingly loud. It might be prudent to normalize each track before playing or use existing replaygain metadata.
79,feature,            ,                Showing 1-1 of 1 comments            ,"MORE STUNTS! Thanks.I\\\'ve been seeing how much info I can get out of grooves, buzzes, and threads: http://www.youtube.com/watch?v=BoSN6Y-RHUc&feature=youtu.be"
80,feature,"May 22, 2013 @ 3:30pm",Another suggestion,"Have you thought about adding a feature where people could share there music with others through the game, or allowing players to access the radio to play the game. You could even use a function like pandora and have players compete over dialy songs and challenges"
81,feature,xe3\\x81\\x8b\\xe3\\x81\\x90\\xe3\\x82\\x84,"May 9, 2013 @ 3:41pm ",Game controls got broken. WASD buttons does not work. Only controls are spinning (rotating it) on the screen with mouse buttons. Nothing else. Fix it?edit edit: Found the problem what caused it (xfire in-game feature). Nevermind. :)
82,feature,http://pastebin.com/mXECG4nv Output log.,"Good update. Here are some of the things in my head:1. How come the score is so random? Why do I sometimes get 4000 points for buzzing, and at other times 2500, when the multiplier is constantly at 5x?2. It\\\'s hard for me to tell what\\\'s my combo size. The new interfece is great, I really love it! But I wish there was a way for me to tell what\\\'s my combo score.That\\\'s it for now.","So, about those paintovers you posted on your latest blog: http://www.dejobaan.com/ugly-baby-ear-to-ear-grin-splitting-head-bobbing-whooping-fun/ ...Yesyesyesyesyesyes yessssssssssssssYou should begin experimentation with these in-game immediately, they\\\'d add so much more! If you can somehow make features of the texture mix with the music that\\\'d be even better. As an example:http://www.dejobaan.com/wp-content/uploads/2013/05/UB_test_screenshot.pngIn this image you could make the white strips pulse a different colour with the beat.In the holographic signs you could perhaps put some visual representations of the music like an oscilloscope.Do any of these sound good/feasible?"
83,feature,Surfpup,"May 13, 2013 @ 4:10pm ","I prefer not to have my music tampered with or abruptly ended due to poor performance - if such features are implemented, please make them optional. In my opinion, if the goal is to achieve a high score, then the game should penalize the player by taking away points or reducing a multiplier.It might be a good idea to have medals, something to make it more obvious how good/bad your performance is, and give a goal to strive for. Points by themselves are almost meaningless, but if I can see what the highest possible score is, or at least something close to the highest score, then I have something to compare mine to and might be motivated to do better."
84,feature,"May 10, 2013 @ 4:52pm",Illegal Waffles Feedback,"Wow a new update so soon and so much new stuff *.* I think I need to split my feedback into  two parts on this one. One part for general feedback and one part for stuff regarding the individual levels. Gonna do that one later.General feedback:GUI: Sweet Mother of Backed Goods! The new GUI feels very nice, you see where something is happening, you see how much is happening, and with a bit of thinking, you can even see what is happening. Keep up the good work, MichaelGameplay: The needle is cool, but seems a bit shy right now, like she\\\'s unsure when exactly shes supposed to show herself. Maybe it\\\'s \\\'cause she\\\'s new here, so lets give her some time. Damaging the sensor fits in very well, especially with the new GUI. But at times you get hit once and the sensor is completely shot, I think it should be able to take a little bit more punishment before it breakes.Personally I think this has potential. I am imagining a game mode where the interface breaks only after taking a lot of damage, but if a cell or part of it breaks, it does so permanently and if everything breaks you simply fail. But that is just what I would do, it\\\'s (of course) up to you what you do.Visualizer: Hello~Now this is some good stuff, thank you very much Dave. It\\\'s a bit trippy, not that I mind, and a hunge improvement towards \\\'Blackness with objects\\\'. Finally something to add \\\'activity\\\' to the levels. I hope something like this is going to get added to the other levels. Now the only thing \\\'left\\\'(that I can think of right now) are more round or otherwise not cubic objects and a good emulation of speed, but more on that later.Note: When I load/decompress/emulate a song there comes a sort of clicking noise that I presume is supposed to announce \\\'Hey player, I am done loading the song, click now to play it!\\\', but the problem is that this sound is played a few seconds BEFORE the song is ready. The longer the emulation process, the longer the delay between sound and the song being ready. Could you guys look into that?Personal Needs:Unicode support, as always. A way to save and automatically load at least one Configuration setting. About Speed: Speed is an important thing. Some songs are fast, some are slow. But some change massively, and those feel kinda broken in this game. Why? Because there is only one falling speed per song. It doesn\\\'t change. That\\\'s fine as long as the song stays roughly the same. But what if the speed, the loudness, the intensity or all three change halfway through the song? Some parts will feel WAY to slow or to fast.I personally think the only way to make the player feel speed is speed. The new Level 1 got the visual part of change in speed down, and it is beautiful, but I am still falling at the same speed all the way through \\\'Chop Suey!\\\' and just feels wrong. I don\\\'t know how hard it is to do it can be done, Audiosurf proofs that, and I really hope it will be a feature someday...Hoping for even more updatesMelmothp.s. Do you guys have a twitter account for news on your games? If so I would like to follow you."
85,feature,"May 13, 2013 @ 1:33pm",New concept art in the latest blog post,"The latest  Dejobaan Blog post[www.dejobaan.com] features some new concept art and some you may have seen in the ""Artwork"" section. What do you think of some of the artistic direction?"
86,feature,                Showing 1-2 of 2 comments            ,"Side by Side gameplay would seem pretty hard to implement, but comparing scores is a great idea","On some games, there are features where you are notified immeadiately when some beats your score and given the choice at that moment to replay the level. This could increase the game ""replayability"" too"
