,context,by,when,post
125,bug,New Patch coming next week!,Jul 10,"Hello wardens!As  mentioned last week, we are currently working on a new patch for Prison Architect to address several issues we saw reported, implement the new Island Creation tool, and do some bug fixing.We were initially planning to release the patch this week - but we assessed we need a bit more time to work on it to make sure it lives up to your expectations. We are currently looking at releasing it on Tuesday or Wednesday next week.Thank you all for your feedback and all the reports, rest assured that we are listening! The Prison Architect TeamTL;DR: New patch coming next week!"
126,bug,New hotfix for Windows deployed!,Jun 26,"Hello Wardens!We just published a new hotfix for the Windows edition to address several issues that you reported. We are still looking into solving more, and we plan to have another update coming next week. You can find the changelog and a list of some of the issues we are currently investigating at the end of this post. This hotfix will be published on Monday for Mac and Linux.We also saw several reports about the game generating areas with only water when purchasing new \\xe2\\x80\\x9cland\\xe2\\x80\\x9d on island prisons. With today\\\'s hotfix, the game will automatically generate new islands when you expand your prison. This is the first iteration of this tool, and we plan to improve in further iterations - in the meanwhile, please try it out and let us know what you think!Additionally, we are currently working on a couple of new features including a Quick Island Generation that allows players to draw a box and generate a new random island. This tool should help you to add more islands when expanding your land. We will have more information ready to share with you during the next week.Thank you all for your feedback!The Prison Architect TeamChangelog: New Feature: When expanding an Island Map, new islands will be generated, rather than empty sea.  The game will leave an empty area for existing shipping lanes. All the Island Bound assets are now showing in the Cheat/Debug mode. Solved pathfinding issues caused by Security Checkpoints. Fixed an issue that caused the game to crash when deploying a modded room. The game will no longer crash if you intake a corrupted Name In the Game Prisoner. Tyre Apparatus can now be rotated properly. Air Paramedics will now be able to leave the map if their Helicopter is dismissed. Criminally Insane prisoners will now properly attack trees when they acquire a weapon if they really have strong feelings against that tree. Fixed several localization issues for Traditional and Simplified Chinese.Currently investigated issues: Cooks not being as productive on Island Maps. Janitors having unexpected behaviors. Issues with logistics settings of Docks and Helipads"
127,bug,Tonic_Ranger,Sep 23 @ 9:42am ,I used to play everyday back when introversion owned it (because the game actually worked then). Now I hardly play it anymore because of the amount of bugs and glitches there are. You can\\xe2\\x80\\x99t even report bugs on Paradox\\xe2\\x80\\x99s twitch streams because they don\\xe2\\x80\\x99t allow that and would rather you put them in the forums. But sometimes these reports don\\xe2\\x80\\x99t even get noticed. Smh
128,bug,#6,Sep 23 @ 1:10pm ,myself I don\\\'t see any point on it. I think everyone already knows that Prison Architect is pretty buggy. Complaining here is not going to do anything about it. It\\\'s just useless negativity. 
129,bug,PapaKong,Sep 23 @ 2:20pm ,This forum is meant to talk about the game and bugs are part of the game so complaining about issues is legitimate. You have the right to express your opinion but without interfering with the freedom to speak about the problems since the resumption of the game by paradox. If Paradox could provide the last version made by introversion it would already be better than nothing since they only make the situation worse.
130,bug,daawesomeness1,Sep 25 @ 5:21am ,"i definitely have not been playing long enough to know how it used to be, but since i started playing when paradox owned it, it definitely has bugs, but i still find it enjoyable."
131,bug,#14,Sep 25 @ 5:32am ,"Originally posted by daawesomeness1:i definitely have not been playing long enough to know how it used to be, but since i started playing when paradox owned it, it definitely has bugs, but i still find it enjoyable. Well, yes, there IS a good game underneath the bugs, but that\\\'s no thanks to Paradox and 2x11.And they keep piling on more bad stuff."
132,bug,Sep 24 @ 8:22am,Suggestions to the developers.,"We all know that the game is quite buggy as it always has been when its taken over by paradox, that\\\'s happened to everyone. I want everyone to forget that and post some actual suggestions to he developers on what you want seeing in the game in the next inevitable DLC.I want multiple floors!"
133,bug,Sep 24 @ 8:08pm,Any suggestions?,"I might be having the same issues as other people with this game.  Within the last 24 hours, I played the game three time.  All was fine last week, minus the kitchen and canteen not linking up to feed inmates. I went online and found suggestions, as I went on to play this evening, I disabled any mods I might have had in game to run basic vanilla with no mods, however, there are major ""bugs"" during game play. The most annoying is the glitch that changes the icons of everything in build mode, for example, the jail door looks like a screwdriver, etc., and the second, is the huge heads in place of normal bodies of people.  I have yet to find why my canteen is not linked to feed people, it is connected to kitchen, and there are no breaks in the fence for escaping peeps. I even tried using the logistics that shows a yellow arrow of link and path from kitchen to canteen and kitchen to holding cell.  This problem although is not allowing me to open the prison since i cannot feed the inmates, the new glitches are at the forefront.  To either issue, any suggestions?"
134,bug, 1,Sep 6 @ 7:56am,Intake bug in Prison Architect!!
135,bug,bronco101us,Aug 24 @ 1:11pm,bug report
136,bug,Any ideas for making worst prison for prisoners?, 7,Wait and Hope achievement bugged
137,bug,Sep 18 @ 12:09pm,Regular paradox launcher still fails to launch game,"This has been an issue for years now, and still continues today. The only way I can play is through 32 bit legacy mode. Can\\\'t use the normal launcher, or Safe mode. Haven\\\'t been able to, ever. It just fails to launch every single time. Dozens of fresh installs, wipes, and restarts haven\\\'t changed that. I\\\'ve tried to find solutions through the forums but nobody (affected by this bug) has gotten past this issue. An issue that only happened with the updated launcher. Any new thoughts and help, especially from the current Devs, would be appreciated."
138,bug,Fifnaril,Sep 22 @ 12:51pm ,"Originally posted by Unikitty27:This has been an issue for years now, and still continues today. The only way I can play is through 32 bit legacy mode. Can\\\'t use the normal launcher, or Safe mode. Haven\\\'t been able to, ever. It just fails to launch every single time. Dozens of fresh installs, wipes, and restarts haven\\\'t changed that. I\\\'ve tried to find solutions through the forums but nobody (affected by this bug) has gotten past this issue. An issue that only happened with the updated launcher. Any new thoughts and help, especially from the current Devs, would be appreciated. Hello! Thank you for reaching out! I will talk to the team and see if they know what the issue can be! Have you tried to see if your antivirus program is not blocking the program? "
139,bug,t9,Sep 20 @ 1:54pm ,"Originally posted by The Queen Salis:if you can, ASK FOR A REFUND on that DLCwhat happened is Paradox bought this game from Introversion and started ""fixing"" it with buttloads of new workshop-stolen content and paid DLCs. + tons of bugs/thread"
140,bug,St0ckdale,Sep 21 @ 7:13pm ,"Strings pulled in May 2020 ""DLC"" release broke the base game. Rushed release after missing the first week of a sale.= base game broken here. May when the cooks stopped cooking. May when the janitors stopped cleaning.Can anyone honestly say just these two bugs alone have been fixed?2 11\\\'s pulled the strings.Paradox released it."
141,bug,by Taxman Felix,"After the mod Workshop update, this Guide has now become redundant. If you still wish to you it, that is your choice, however I accept no responsibilities for errors in the process....",Script Debugger: how to find bugging objects
142,bug,"After the mod Workshop update, this Guide has now become redundant. If you still wish to you it, that is your choice, however I accept no responsibilities for errors in the process....",Script Debugger: how to find bugging objects,"Do you have the Script Debugger window popping up when playing a game, but no idea what\\\'s bugging you?"
143,bug,Personnel problems,by Arstotzka111,this guide helps you with the one point bugging personnel....
144,bug,Back story:,I built a prison normally and got to around 500 prisoners but for some r...,How to report bugs and get dev attention
145,bug,How to report bugs and get dev attention,by \\xe2\\x97\\x9fEpicness\\xe2\\x97\\x9d,Ever found a bug in this game and don\\\'t know where to report it? No luck complaining on steam forums? Then try this instead....
146,bug,#1,Sep 13 @ 7:49am ,"Originally posted by Docsprock:Have you checked to see what is blocking the path between the construction site and the material?Often, the material is blocked off from the workers. if it was the case, then cancelling the build and reordering it to be build wouldnt solve the problem as it does now, the way was clear I ended up just starting another prison, used the same layout and there was no problem this time, just feels like a bug"
147,bug,Sep 12 @ 8:21pm,Most Realistic Needs Timer,About 4 months  ago i found a solution to change the needs timer since the November updateI thought needs were bugged i dedcided to check a small map prison on youtube before the update and i saw prisoners awake at night so i decided to test it and their needs timer changed for examplemy SettingsBEGIN NeedName BladderPriority 9FailureAction UrinateTimeToAction 300.000TimeToFailure 420.000StartingActionPoints 33RandomActionPoints 33Chance 1.00000Visibility VisibleProperties AutoChargeProperties InvoluntaryProperties RaisesTempENDBEGIN NeedName BowelsPriority 9FailureAction SoilSuitTimeToAction 720.000TimeToFailure 900.00StartingActionPoints 33RandomActionPoints 33Chance 1.00000Visibility VisibleProperties AutoChargeProperties InvoluntaryProperties RaisesTempENDBEGIN NeedName SleepPriority 8TimeToAction 720.00TimeToFailure 1020.00StartingActionPoints 33RandomActionPoints 33Chance 1.00000Visibility VisibleProperties AutoChargeProperties RaisesTempENDBEGIN NeedName FoodPriority 8TimeToAction 480.000TimeToFailure 600.00StartingActionPoints 33RandomActionPoints 33Chance 1.00000Visibility VisibleProperties AutoChargeProperties RaisesTempENDBEGIN NeedName SafetyPriority 7TimeToAction -360.000TimeToFailure -360.000StartingActionPoints 33RandomActionPoints 33Chance 0.900000Visibility VisibleProperties AutoChargeENDBEGIN NeedName HygienePriority 7TimeToAction 1200.00TimeToFailure 1440.00StartingActionPoints 33RandomActionPoints 33Chance 1.000000Visibility VisibleProperties AutoChargeProperties RaisesTempENDBEGIN NeedName ExercisePriority 6Hidden falseTimeToAction 960.00TimeToFailure 1440.00StartingActionPoints 33RandomActionPoints 33Chance 0.800000Visibility VisibleProperties AutoChargeProperties RaisesTempENDBEGIN NeedName FamilyPriority 6MisbehaviorType EscapingTimeToAction 960.00TimeToFailure 1440.00StartingActionPoints 33RandomActionPoints 33Chance 1.000000GenerationRules FamilyVisibility VisibleProperties AutoChargeProperties RaisesTempENDBEGIN NeedName RecreationPriority 6TimeToAction 480.00TimeToFailure 600.00StartingActionPoints 33RandomActionPoints 33Chance 0.900000Visibility VisibleProperties AutoChargeProperties RaisesTempENDBEGIN NeedName ComfortPriority 5TimeToAction 480.000TimeToFailure 600.00StartingActionPoints 33RandomActionPoints 33Chance 1.000000Visibility VisibleProperties AutoChargeENDBEGIN NeedName EnvironmentPriority 5TimeToAction 300.000TimeToFailure 360.000StartingActionPoints 33RandomActionPoints 33Chance 1.000000Visibility VisibleENDBEGIN NeedName PrivacyPriority 5MisbehaviorType SpoilingTimeToAction 1440.00TimeToFailure 2880.00StartingActionPoints 33RandomActionPoints 33Chance 1.000000Visibility VisibleProperties AutoChargeENDBEGIN NeedName FreedomPriority 5MisbehaviorType EscapingTimeToAction 920.00TimeToFailure 1440.00StartingActionPoints 33RandomActionPoints 33Chance 0.660000Visibility VisibleProperties RaisesTempENDBEGIN NeedName ClothingPriority 8TimeToAction 720.00TimeToFailure 1440.00StartingActionPoints 33RandomActionPoints 33Chance 1.00000Visibility VisibleProperties AutoChargeENDBEGIN NeedName DrugsPriority 8FailureAction WithdrawalMisbehaviorType SpoilingTimeToAction 360.000TimeToFailure 729.00StartingActionPoints 33RandomActionPoints 33Chance 0.200000GenerationRules NarcoticsVisibility AutoHideProperties AutoChargeProperties InvoluntaryENDBEGIN NeedName AlcoholPriority 8Hidden falseAutoCharge trueFailureAction WithdrawalMisbehaviorType SpoilingTimeToAction 360.000TimeToFailure 720.00StartingActionPoints 33RandomActionPoints 33Chance 0.200000GenerationRules NarcoticsVisibility AutoHideProperties AutoChargeProperties InvoluntaryENDBEGIN NeedName SpiritualityPriority 5TimeToAction 1440.00TimeToFailure 2880.00StartingActionPoints 33RandomActionPoints 33Chance 0.33Properties AutoChargeVisibility VisibleENDBEGIN NeedName LiteracyPriority 5TimeToAction 720.00TimeToFailure 1440.00StartingActionPoints 33RandomActionPoints 33Chance 0.2Visibility VisibleProperties AutoChargeGenerationRules IntelligentENDBEGIN NeedName WarmthPriority 4Chance 1.0TimeToAction 720.00TimeToFailure 1440.00StartingActionPoints 33RandomActionPoints 33Visibility VisibleProperties InvoluntaryProperties RaisesTempENDBEGIN NeedName LuxuriesPriority 6TimeToAction 420.00TimeToFailure 420.00StartingActionPoints 33RandomActionPoints 33Chance 0.7Visibility VisibleProperties AutoChargeENDand for my staffBEGIN Need           Name                 StaffBladder       Priority             9      FailureAction        Urinate     TimeToAction         240.000      TimeToFailure        360.000      StartingActionPoints 33      RandomActionPoints   33      Chance               1.00000      Visibility           Visible    Properties           AutoCharge    Properties           Involuntary    Properties           RaisesTemp\GenerationRules\\ StaffOnlyENDBEGIN Need           Name                 StaffBowels      Priority             9       FailureAction        SoilSuit     TimeToAction         600.000      TimeToFailure        720.00      StartingActionPoints 33      RandomActionPoints   33      Chance               1.00000      Visibility           Visible    Properties           AutoCharge    Properties           Involuntary    Properties           RaisesTemp\GenerationRules\\ StaffOnlyENDBEGIN Need           Name                 StaffFood      Priority             8       TimeToAction         420.000      TimeToFailure        600.00      StartingActionPoints 33      RandomActionPoints   33      Chance               1.00000      Visibility           Visible    Properties           AutoCharge    Properties           RaisesTemp\GenerationRules\\ StaffOnlyENDBEGIN Need           Name                 StaffSafety      Priority             7       TimeToAction         -360.000      TimeToFailure        -360.000      StartingActionPoints 33      RandomActionPoints   33      Chance               0.900000      Visibility           Visible    Properties           AutoCharge\Properties           RaisesTemp\GenerationRules\\ StaffOnlyENDBEGIN Need           Name                 StaffRecreation       Priority             3       TimeToAction         360.00      TimeToFailure        420.00      StartingActionPoints 33      RandomActionPoints   33      Chance               0.700000      Visibility           Visible    Properties           AutoCharge\GenerationRules\\ StaffOnlyENDBEGIN Need           Name                 StaffComfort      Priority             5       TimeToAction         360.000      TimeToFailure        480.00      StartingActionPoints 33      RandomActionPoints   33      Chance               0.700000      Visibility           Visible    Properties           AutoCharge\GenerationRules\\ StaffOnlyENDBEGIN Need           Name                 StaffEnvironment      Priority             5       TimeToAction         300.000      TimeToFailure        420.000      StartingActionPoints 33      RandomActionPoints   33      Chance               0.700000      Visibility           Visible\GenerationRules\\ StaffOnlyENDBEGIN Need    Name                 StaffRest    Priority             6    TimeToAction         480.000    TimeToFailure        600.000    StartingActionPoints 33    RandomActionPoints   33    Chance               1.000000    Visibility           Visible    GenerationRules\\ StaffOnly    Properties           RaisesTempENDBEGIN Need    Name                    StaffWarmth    Priority                4    Chance                  1.0    TimeToAction            900.00    TimeToFailure           1800.00    StartingActionPoints    33    RandomActionPoints      33    Visibility              Visible    Properties              Involuntary    Properties              RaisesTemp    GenerationRules\\    StaffOnlyENDin your opinion what needs timer is the most realistic to real life example humans need 7-8 hours of sleep a day not 5-6
148,bug, 2,Sep 11 @ 9:50am,"ew player, ran into a seemingly infamous bug(?)"
149,bug,murgh,Sep 9 @ 5:47am ,Go to C:\\\\Users\\\\YourUserName\\\\AppData\\\\Local\\\\Introversion\\\\Prison Architect and delete preferences.txt and settings.txt which will make the game recreate them. This loads the game as if it never was run before. Check the debug.txt there for possible errors and if crashes still occur you can find memory dump files in C:\\\\Program Files (x86)\\\\Steam\\\\steamapps\\\\common\\\\Prison Architect which you can upload to the devs for further investigation.
150,bug,                Showing 1-5 of 5 comments            ,Go to C:\\\\Users\\\\YourUserName\\\\AppData\\\\Local\\\\Introversion\\\\Prison Architect and delete preferences.txt and settings.txt which will make the game recreate them. This loads the game as if it never was run before. Check the debug.txt there for possible errors and if crashes still occur you can find memory dump files in C:\\\\Program Files (x86)\\\\Steam\\\\steamapps\\\\common\\\\Prison Architect which you can upload to the devs for further investigation.,"Originally posted by murgh:Go to C:\\\\Users\\\\YourUserName\\\\AppData\\\\Local\\\\Introversion\\\\Prison Architect and delete preferences.txt and settings.txt which will make the game recreate them. This loads the game as if it never was run before. Check the debug.txt there for possible errors and if crashes still occur you can find memory dump files in C:\\\\Program Files (x86)\\\\Steam\\\\steamapps\\\\common\\\\Prison Architect which you can upload to the devs for further investigation. Appreciate the response Murgh! I found and deleted the preferences.txt and settings.txt and when I restarted the game, it seems to not even bring up the first part of the main menu. It sort crashes while loading up. I checked the debug.txt and can see a lot of recorded errors to do something with loading staff names or something. Example: Here is one line of many in the debug.txt - ERROR in Directory::ReadPlainText : Unexpected EOL reading corresponding value for key \\xef\\xbb\\xbfin file \\\'data/staffnames.txt\\\'I will contact the Devs and see if there is a way that they can fix it. Thank you for your help though."
151,bug,#2,Aug 24 @ 1:08pm ,Originally posted by longi:Originally posted by jasonharris2:do you have gangs turned on yes the cell is own by the gang and is not a bug remove the prisoner and put them in a new cell
152,bug,#3,Aug 24 @ 1:11pm ,"thanks, I now see there is a relation with gang membersOriginally posted by jasonharris2:Originally posted by longi:yes the cell is own by the gang and is not a bug remove the prisoner and put them in a new cell thanks, I now see there is a relation with gang members"
153,bug,"found support page and how submit ticket on pardoxs web page which is only thing they seem to look at reported this issue as follows.  - so when playing warden mode with prem death... - create office for him he will auto claim that office, now make new office, there is no way to claim this new office.if you delete his old office and then make new office he will not auto claim that new office so you warden will become office less and you use ability that unlock his office is used with.this is repeat able in every game i played so far, there needs be a way to allow all staff management to claim and unclaim offices manual instead of by auto claim.in old verison if if you unclaimed a claimed office that person would automaticly claim new office that was made or the oldest unclaimed office, issue is that breacks down when you are manual controlling warden as in he is you.  it be nice if there was UI way to claim and unclaim offices for the people who use them in the staff section",Aug 27 @ 3:13pm,still isnt fixed.https://forum.paradoxplaza.com/forum/threads/warden-mode-with-prem-death-creat-bug-that-with-offices-that-can-be-duplicated-game-breaking-is-repeatable.1410593/
154,bug,Jul 25 @ 3:27am,Intake bug in Prison Architect!!,"A few days ago i got a intake bug in my game: http://prntscr.com/tndi8qAs you can see my prison capacity is 214 and i am down to around 160 inmates, as i wanted to fill the prison to capacity in the top left corner it says that my prison is closed to new inmates even tho it is not. so i waited for few days until they fix it but still no changes..btw. if i try this manually its still not working it says that prisoners are arriving but once the countdown gets to the zero nothing happens, no prisoners arrive and i don\\\'t get any money so i don\\\'t know what to do.."
155,bug,Aug 2 @ 12:39am,game has extremely quick and extrememly strong prisoners,is this normal. what. dynamic reputations may be bugged
156,bug,[KaZ]13 Foxtrot,Jul 26 @ 5:24am,Visitation booth bug
157,bug,SL4V_ELIT3,Jul 25 @ 11:45am,No hands bug.
158,bug,coppermagnesium,Jul 25 @ 9:23am,The ridiculous amount of bugs.
159,bug,The Dude,Jul 23 @ 8:55pm,Campaign 1/5 bugged
160,bug, 0,[BUG] Garbage and Exports aren\\\'t getting picked up on my Island Prison.,Money bug
161,bug,Jul 31 @ 11:41am,Meanwhile in Klei-land...,"Griftlands gets daily challenges.Something happens to be bugged in one of them.They repair it within a day, letting people still finish the daily in the way it was intended."
162,bug,Aug 10 @ 7:53am,"The ""More Free Time"" event won\\\'t work","I reach the deadline, and I gave them over 6 hours, like the deadline specified, and it won\\\'t conclude. THEY KEEP RIOTING! I gave them what they wanted! And they won\\\'t accept it! I had high hopes for my prison, but the save is bugged. I have to abandon ship."
163,bug,#7,Aug 25 @ 9:42am ,"They should at least bring the wood to your export zone, but when replacing the zone didn\\xc2\\xb4t help, then it could be a bug.If your export zone doesn\\xc2\\xb4t work, you\\xc2\\xb4ll get problems in further gameplay when you start to produce goods for export i. e. license plates.I suggest you to make a bug report on the paradox forum then https://forum.paradoxplaza.com/forum/forums/prison-architect-support-bug-reports.1058/"
164,bug,#8,Aug 25 @ 1:05pm ,"Originally posted by kiska87:They should at least bring the wood to your export zone, but when replacing the zone didn\\xc2\\xb4t help, then it could be a bug.If your export zone doesn\\xc2\\xb4t work, you\\xc2\\xb4ll get problems in further gameplay when you start to produce goods for export i. e. license plates.I suggest you to make a bug report on the paradox forum then https://forum.paradoxplaza.com/forum/forums/prison-architect-support-bug-reports.1058/ Well the other workers do put the log in the export zone, but the ones relaxing in the Deliveryzone without anything to do do nothing. start another game didn\\\'t help, I guess I send a bug report. Thank you :)"
165,bug,Sep 10 @ 5:24am,Prisoners don\\\'t sleep at night,"I noticed that exactly half of my prisoners isn\\\'t sleeping at nighttime. I changed regime and all stuff I could think of, but they kept refusing to sleep.I eventually figured out the reason why. Which was the rotation of the Old Beds.For some reason, they cannot sleep on Old Beds when heads are east side and foots are west side. It has to be heads west and foots east.I\\\'m leaving this for whoever experiencing this glitch. They added so many bugs and I honestly don\\\'t appreciate that..."
166,bug,"Jun 14, 2016 @ 5:54am",Problem with Snow or something like that,"Hi there,When playing the game, it sometimes get snowy, however. Snow looks by me as huge red and white confetti, and makes the game really unclear. Is there a way to disable it? This way the game just doesn\\\'t make any fun. I can\\\'t start again.http://steamcommunity.com/sharedfiles/filedetails/?id=703559570Is this a bug? Can I fix it, or at least stop it?"
167,bug,Sep 9 @ 10:18am,No points in Escape Mode,"it happened several times to me now.i tried it out with a new prison, on base settings, everything ok. works fine.i tried it with a prison, cheat mods, infinite money and stuff like that. worked aswell, everything fine.but if i want to play my prison, that i builded for this reason that i saved, i start to escape mode and i get no points for the stuff iam doing.any solutions?what causes the bug?annoing enought, that i can only play double speed."
168,bug,mkit3,Sep 9 @ 4:52pm ,"Had this bug too a while ago (on Mac); I couldn\\\'t solve it. It is also reproducable, I think. Just write a bug report to the devs and hop they fix it :pOn a more positive note, it doesn\\\'t seem to occur for every prison, so just play a different one ion escape mode, and hopefully you should be fine!"
169,bug, 6,Sep 8 @ 10:04am,"Parole is STILL bugged. Wow, that\\\'s unexpected! \\xf0\\x9f\\x98\\x9d"
170,bug,Any Island map huge?,Sep 7 @ 9:45am,bug lavoratori
171,bug,Sep 20 @ 4:34pm,should i buy a dlc on steam,"i bought psych ward and island bound on xbox but xbox is super buggy, should i buy any on steam?"
172,bug,Grace_bannister,Sep 23 @ 8:41am ,i would wait it out for now still waiting on bug fixes for canteen and room gradings etc and deliveries is still buggy yh i would wait 
173,bug,edjekora,5 hours ago ,"NO WAY. Not as it is now. I bought psych ward and really regret it. This DLC doesn\\\'t worth a penny of my money, but it did add numerous bugs to the game. But if you like to pay for bugs and totally ruined gameplay experience, sure, go for it"
174,bug,well is more mods on pc. But as for dlc... expect the same. Havent played xbox version but from complaints ive seen.. it seems its the same.,No.,well to be honest i also use murgh combi pack... But after i got island dlc i didnt notice any real bugs other then takes for ever for pathing. But it does same before i got dlc. I see some with good experience with the dlc. Another others with game braking bugs. As for DLC itself... Ya id get it.As for company who made DLC.... they do crappy work so would be supporting them...So its up to you. I dont regret getting dlc other then fact i dont like the new company
175,bug,Originally posted by Cursed Hawkins:What prisoner grade are they? Minimum? Medium? Maximum? etc? Medium,Originally posted by Cursed Hawkins:,"Ok, I figured out the issue. It seems like a bug with the custom sectors. I set stuff to med/max to stop the protective custody people from wandering. I had to mark them shared and then back to med/max to get it to work."
176,bug,Jun 23 @ 7:02am,Island Bound - Reported issues,"Wardens,We hope that you are enjoying the new expansion Island Bound!To keep track of all bugs and issues you are reporting, we created this list to bring back to the team. If you have experienced a bug not already in this list, please let us know in this thread.Remember to include if you are using mods (and if you do, try to disable them - as sometimes they cause issues) and how to reproduce the bug you are experiencing. Being able to recreate a bug is the first step in understanding what is wrong and how it could be fixed! :)Reported Issues:Tyre apparatus can no longer be rotated.Player (Warden) can not use ferries in Warden Mode. Staff and inmates no longer do the eating animation.Fire engine spawns if dismissing fire brigade after dismissing helicopter.The Chinese edition still has half of English words.The Rock will not catch fire or take damage no matter what material or object it is.Stepping stones/pallets interferes with the pathing when trying to create a ferry line after removed. Released prisoners remain at the prison on Island plot (no road access)Armed guards do not display their weapon correctly with free-fire OFF.Guards and armed guards pavilion deployments getting erased upon reloading a save.The Elite Ops is not contributing to Danger level or mentioned in Danger tab.The Visitor helicopter still arrives to take visitors from prison after disabling that option in logistics.Snipers no longer cycle breaks correctly and get stuck.Janitors do not clean prisons reliably.Unable to remove tunnels underneath the main road.Game crashes trying to employ Modded rooms.The labour allocation of the prisoners in the forest enterprise disappearing after reloading a saved game.The french edition still has half of English words.Kitchens are now severely under-producing enough meals.Cell-assignment of prisoners no longer working.Unable to build bridges next to other objects. Prisoners passing parole no longer give release bonus and are not counted as released prisoners. Staff showers and toilets crash the game.During the work hours, the employed prisoners will remain just standstill in the laundry and cleaning cupboard.Zone a modded room can cause the game to crash. Checkpoints are cancelling tasks when prisoners are walking close. The National Guard won\\\'t dock if helipad is missing.When an informant is on route to the security room and finally arrives, they reset and teleports back to their cell. Prisoners Clothing needs are too high after the lastest update/hotfix.Footbridges cannot be built next to each other, there needs to be a gap of 1 square vertically between each of them.Deliveries are inefficient, multiple trucks arrive with each truck delivering only a single tree for forestry."
177,bug,Zach Attack,Jun 23 @ 8:02am ,"""The Rock"" prison will not catch fire no matter what material or object it is, from the kitchens, to wooden docks to the trees, nothing will catch fire or take damage. Also emergency response is buggy"
178,bug,#9,Jun 23 @ 8:47am ,"From debug.txt:MaterialLibrary reading from \\\'data/materials_dlc.txt\\\'[2] Error reading from file data/materials_dlc.txt(current line 3993, position 44, \\\'    BlockedBy            StaticObject  water\\\')ERROR in Directory::ReadPlainText : Unexpected EOL reading corresponding value for key water in file \\\'data/materials_dlc.txt\\\'Bool Data not found : StackableString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteString Data not found : ToolbarSpriteedit: the water error is generated by the Helipad object where this word should be removed:BEGIN Object"
179,bug,Magicsimmer,Jun 23 @ 9:33am ,"Found a few bugs:First of all, no Mods being used for my game1. Seems like staff and prisoners are completely frozen while eating from their tray. I mean, the hunger is being satisfied, but the animation is not showing.Trays are being cleaned and collected though"
180,bug,Nobunaga877,Aug 28 @ 11:36pm ,You don\\\'t get the 3000$ because they re-offend. This is not a bug. At what percentage do you keep your parole cutoff?
181,bug,Abefar,Aug 29 @ 4:55am ,"I also think its a bug, but its a shame you dont get any message if they reoffend. Also the relased count dont go up when a prisoner is released on parole. "
182,bug,                Showing 1-6 of 6 comments            ,You don\\\'t get the 3000$ because they re-offend. This is not a bug. At what percentage do you keep your parole cutoff?,"It IS a bug, trust me. I\\\'ve seen multiple times prisoners released with a 2% reoffending chance (and, in any case, lower than 20%) and still didn\\\'t get the 3000$ bonus.Anyway my cutoff policies are 35-30-25% (min-med-max)"
183,bug,May 18 @ 8:20am,I think I found a solution to the Needs Patch to make them Realistic,Ever Since the Psych Ward update I thought the Needs were bugged Prisoners were not sleeping every night or showering every day after the Transfer Update They still wouldn\\\'t sleep every night so I decided to Test this on a Small Map and the Same Thing happened so i know this may not be a bug but a patch since i saw on youtube before the sneezer the inmates do not sleep every night on a small map realizing this I downloaded one of Murgh\\\'s Needs for a  map size Mod and I edited the needs timers to make it more realistic now my prisoner sleeps at night on his first intake day :)
184,bug,#5,May 18 @ 2:32pm ,Ok thank youSo it\\\'s not a real bug it is somewhat lazy setting(I wonder if editing the TimeWarpFactor in my save game works realiable too)
185,bug,                Showing 1-15 of 18 comments            ,May 18 @ 1:46pm,"answer to your respond in the bug thread:Appreciated ! But if a user needs to install a mod and edit settings then it isn\\\'t intended, right?So it is an error in the game code to me. That\\\'s why I added to the list.It worked and then it didn\\\'t. So they changed something."
186,bug,Ninluc,Jul 15 @ 12:53am ,it\\\'s a bug from new patch. Hourray !
187,bug,larrymccurdy,Jul 23 @ 9:39am ,Originally posted by Munchkin Peyote Dorito:Originally posted by Ryu_Nightangel:yeah the patch works but still awkward I don\\\'t think I seen any patch being fetched by the game. I you sure it was downloaded after the update we talking about? Hi it should auto download from steam mines did and my planning tool now works but still looking for more bugs thats not easy it takes hours.
188,bug,CCTV\\\'s are broken,Staff canteens- is it just me or are they broken??,Ayuda bug de las paredes
189,bug,Originally posted by Munchkin Peyote Dorito:Originally posted by Ryu_Nightangel:yeah the patch works but still awkward I don\\\'t think I seen any patch being fetched by the game. I you sure it was downloaded after the update we talking about? Hi it should auto download from steam mines did and my planning tool now works but still looking for more bugs thats not easy it takes hours.,Originally posted by Munchkin Peyote Dorito:,"Originally posted by larrymccurdy:Originally posted by Munchkin Peyote Dorito:I don\\\'t think I seen any patch being fetched by the game. I you sure it was downloaded after the update we talking about? Hi it should auto download from steam mines did and my planning tool now works but still looking for more bugs thats not easy it takes hours. You right, seems I missed this update https://steamcommunity.com/app/233450/eventcomments/3969311271674357097I think it happened after I noticed planning bug, so it probably fixed it."
